"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","third2$VORP","Tm.y","Index","Image"
"552","Sasha Vujacic","SG","31","NYK","1.7","4.5","0.383","0.9","2.3","0.364","0.9","2.2","0.403","0.477","0.5","0.6","0.821","0.4","2","2.4","1.4","0.6","0.1","0.7","1.4","4.9","0.503","0.516","0.141","3.2","14.6","9","14.3","1.9","0.4","13","16.8","2016","Sharpshooters",0.1,"NYK","vujacsa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/vujacsa01.jpg"
"553","Sean Kilpatrick","SG","26","TOT","4","8.7","0.456","1.3","3.7","0.342","2.7","5","0.538","0.528","1.9","2.2","0.896","0.4","1.4","1.8","0.9","0.4","0.1","1","1.2","11.1","0.576","0.422","0.248","2.1","8.2","5.1","8","1","0.3","9.4","23.8","2016","Wing Scorers",-0.2,"TOT","kilpase01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kilpase01.jpg"
"554","Sean Kilpatrick","SG","26","TOT","4","8.7","0.456","1.3","3.7","0.342","2.7","5","0.538","0.528","1.9","2.2","0.896","0.4","1.4","1.8","0.9","0.4","0.1","1","1.2","11.1","0.576","0.422","0.248","2.1","8.2","5.1","8","1","0.3","9.4","23.8","2016","Wing Scorers",-0.2,"BRK","kilpase01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kilpase01.jpg"
"555","Sean Kilpatrick","SG","26","TOT","4","8.7","0.456","1.3","3.7","0.342","2.7","5","0.538","0.528","1.9","2.2","0.896","0.4","1.4","1.8","0.9","0.4","0.1","1","1.2","11.1","0.576","0.422","0.248","2.1","8.2","5.1","8","1","0.3","9.4","23.8","2016","Wing Scorers",-0.2,"DEN","kilpase01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kilpase01.jpg"
"556","Sean Kilpatrick","SG","26","BRK","5","10.8","0.462","1.5","4.2","0.361","3.5","6.6","0.526","0.532","2.3","2.6","0.898","0.4","1.7","2.2","1.1","0.4","0.1","1.2","1.3","13.8","0.578","0.39","0.237","2.1","8.6","5.3","8.4","0.9","0.3","8.9","25.2","2016","Wing Scorers",-0.1,"TOT","kilpase01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kilpase01.jpg"
"557","Sean Kilpatrick","SG","26","BRK","5","10.8","0.462","1.5","4.2","0.361","3.5","6.6","0.526","0.532","2.3","2.6","0.898","0.4","1.7","2.2","1.1","0.4","0.1","1.2","1.3","13.8","0.578","0.39","0.237","2.1","8.6","5.3","8.4","0.9","0.3","8.9","25.2","2016","Wing Scorers",-0.1,"BRK","kilpase01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kilpase01.jpg"
"558","Sean Kilpatrick","SG","26","BRK","5","10.8","0.462","1.5","4.2","0.361","3.5","6.6","0.526","0.532","2.3","2.6","0.898","0.4","1.7","2.2","1.1","0.4","0.1","1.2","1.3","13.8","0.578","0.39","0.237","2.1","8.6","5.3","8.4","0.9","0.3","8.9","25.2","2016","Wing Scorers",-0.1,"DEN","kilpase01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kilpase01.jpg"
"559","Serge Ibaka","PF","26","OKC","5.3","11.1","0.479","0.8","2.4","0.326","4.6","8.8","0.52","0.513","1.2","1.6","0.752","1.8","5","6.8","0.8","0.5","1.9","1.4","2.7","12.6","0.533","0.212","0.139","6.5","16.2","11.6","3.9","0.8","4.5","10.5","17.6","2016","Big Men",1.2,"OKC","ibakase01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ibakase01.jpg"
"560","Seth Curry","PG","25","SAC","2.3","5.1","0.455","1.1","2.5","0.45","1.2","2.6","0.46","0.567","1","1.2","0.833","0.2","1.2","1.4","1.5","0.5","0.1","0.8","0.9","6.8","0.603","0.496","0.241","1.4","7.9","4.7","14.2","1.5","0.4","12.7","17.4","2016","Sharpshooters",0.1,"SAC","curryse01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/curryse01.jpg"
"561","Shabazz Muhammad","SF","23","MIN","3.9","8.3","0.465","0.5","1.9","0.289","3.3","6.5","0.516","0.498","2.3","3","0.764","1.2","2","3.3","0.6","0.3","0.1","0.9","1.1","10.5","0.548","0.223","0.355","7","11.4","9.2","5.2","0.7","0.3","8.2","22.8","2016","Wing Scorers",-0.9,"MIN","muhamsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/muhamsh01.jpg"
"562","Shane Larkin","PG","23","BRK","2.8","6.4","0.442","0.5","1.4","0.361","2.3","5.1","0.464","0.481","1.1","1.4","0.776","0.4","1.9","2.3","4.4","1.2","0.2","1.9","1.6","7.3","0.515","0.215","0.213","1.8","9.9","5.8","29.3","2.7","0.6","21","17.7","2016","Sharpshooters",-0.1,"BRK","larkish01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/larkish01.jpg"
"563","Shaun Livingston","PG","30","GSW","2.6","4.9","0.536","0","0.2","0.167","2.6","4.7","0.548","0.538","1","1.2","0.86","0.5","1.6","2.2","3","0.7","0.3","1","1.8","6.3","0.581","0.032","0.245","3.2","8.5","6","21","1.8","1.3","15.7","14.2","2016","Sharpshooters",0.6,"GSW","livinsh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/livinsh01.jpg"
"564","Shelvin Mack","PG","25","TOT","3.5","8","0.439","0.8","2.4","0.312","2.8","5.6","0.493","0.486","0.9","1.2","0.738","0.3","2.2","2.5","3.6","0.7","0.1","1.8","1.4","8.6","0.507","0.301","0.147","1.4","12.5","7","30.6","1.7","0.2","17.7","23.3","2016","Sharpshooters",0.2,"ATL","macksh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/macksh01.jpg"
"565","Shelvin Mack","PG","25","TOT","3.5","8","0.439","0.8","2.4","0.312","2.8","5.6","0.493","0.486","0.9","1.2","0.738","0.3","2.2","2.5","3.6","0.7","0.1","1.8","1.4","8.6","0.507","0.301","0.147","1.4","12.5","7","30.6","1.7","0.2","17.7","23.3","2016","Sharpshooters",0.2,"UTA","macksh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/macksh01.jpg"
"566","Shelvin Mack","PG","25","TOT","3.5","8","0.439","0.8","2.4","0.312","2.8","5.6","0.493","0.486","0.9","1.2","0.738","0.3","2.2","2.5","3.6","0.7","0.1","1.8","1.4","8.6","0.507","0.301","0.147","1.4","12.5","7","30.6","1.7","0.2","17.7","23.3","2016","Sharpshooters",0.2,"TOT","macksh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/macksh01.jpg"
"567","Shelvin Mack","PG","25","UTA","5.1","11.4","0.444","1.3","3.5","0.357","3.8","7.9","0.482","0.498","1.3","1.8","0.735","0.4","3.4","3.8","5.3","0.9","0.1","2.9","2.3","12.7","0.52","0.306","0.153","1.5","12.6","7","29.3","1.6","0.3","19.2","22.2","2016","Wing Scorers",0.3,"ATL","macksh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/macksh01.jpg"
"568","Shelvin Mack","PG","25","UTA","5.1","11.4","0.444","1.3","3.5","0.357","3.8","7.9","0.482","0.498","1.3","1.8","0.735","0.4","3.4","3.8","5.3","0.9","0.1","2.9","2.3","12.7","0.52","0.306","0.153","1.5","12.6","7","29.3","1.6","0.3","19.2","22.2","2016","Wing Scorers",0.3,"UTA","macksh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/macksh01.jpg"
"569","Shelvin Mack","PG","25","UTA","5.1","11.4","0.444","1.3","3.5","0.357","3.8","7.9","0.482","0.498","1.3","1.8","0.735","0.4","3.4","3.8","5.3","0.9","0.1","2.9","2.3","12.7","0.52","0.306","0.153","1.5","12.6","7","29.3","1.6","0.3","19.2","22.2","2016","Wing Scorers",0.3,"TOT","macksh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/macksh01.jpg"
"570","Solomon Hill","SF","24","IND","1.6","3.5","0.447","0.4","1.3","0.324","1.2","2.3","0.515","0.505","0.6","0.7","0.857","0.7","2.2","2.8","1","0.6","0.2","0.6","1.2","4.2","0.543","0.356","0.202","4.9","15.9","10.5","9.6","2.1","1","12.7","13.2","2016","Sharpshooters",0.4,"IND","hillso01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hillso01.jpg"
"571","Spencer Dinwiddie","PG","22","DET","1.6","4.5","0.352","0.1","0.8","0.1","1.5","3.7","0.409","0.361","1.6","2.8","0.576","0.3","1.1","1.4","1.8","0.3","0","0.6","1.7","4.8","0.423","0.185","0.611","2.6","9.3","5.8","20.9","1","0","9.3","20.7","2016","Sharpshooters",-0.1,"DET","dinwisp01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/dinwisp01.jpg"
"572","Spencer Hawes","PF","27","CHO","2.2","5.4","0.405","0.7","1.8","0.373","1.5","3.6","0.422","0.467","0.9","1.1","0.831","0.9","3.4","4.3","1.9","0.4","0.5","1","1.9","6","0.508","0.333","0.212","5.3","20.6","12.9","16.3","1.1","2.1","14.8","17.1","2016","Sharpshooters",0.4,"CHO","hawessp01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hawessp01.jpg"
"573","Stanley Johnson","SF","19","DET","3.1","8.2","0.375","0.9","2.8","0.307","2.2","5.4","0.41","0.428","1.1","1.4","0.784","0.8","3.4","4.2","1.6","0.8","0.2","1.6","2.4","8.1","0.46","0.342","0.17","3.6","16.7","9.9","10.8","1.6","0.5","15","19.6","2016","Sharpshooters",-0.2,"DET","johnsst04","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsst04.jpg"
"574","Stephen Curry","PG","27","GSW","10.2","20.2","0.504","5.1","11.2","0.454","5.1","9","0.566","0.63","4.6","5.1","0.908","0.9","4.6","5.4","6.7","2.1","0.2","3.3","2","30.1","0.669","0.554","0.25","2.9","13.6","8.6","33.7","3","0.4","12.9","32.6","2016","Ball Handlers",9.8,"GSW","curryst01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/curryst01.jpg"
"575","Steve Blake","PG","35","DET","1.6","4.1","0.388","0.9","2.6","0.344","0.7","1.5","0.461","0.496","0.3","0.3","0.8","0.2","1.4","1.5","3.4","0.4","0.1","1.4","1.2","4.4","0.51","0.629","0.083","1","9.2","4.9","29.5","1.2","0.4","24.6","14.6","2016","Sharpshooters",-0.4,"DET","blakest01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/blakest01.jpg"
"576","Steven Adams","C","22","OKC","3.3","5.3","0.613","0","0","0","3.3","5.3","0.613","0.613","1.4","2.5","0.582","2.7","3.9","6.7","0.8","0.5","1.1","1.1","2.8","8","0.621","0","0.46","12.5","16.1","14.4","4.3","1","3.3","14.1","12.6","2016","Bruiser Big Men",2.1,"OKC","adamsst01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/adamsst01.jpg"
"577","T.J. McConnell","PG","23","PHI","2.7","5.7","0.47","0.4","1.1","0.348","2.3","4.6","0.499","0.503","0.3","0.5","0.634","0.5","2.6","3.1","4.5","1.2","0.1","1.7","1.4","6.1","0.511","0.192","0.088","2.8","14.5","8.5","37.2","2.9","0.5","22.5","17","2016","Sharpshooters",0,"PHI","mccontj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mccontj01.jpg"
"578","T.J. Warren","SF","22","PHO","4.7","9.4","0.501","0.6","1.5","0.4","4.1","7.9","0.52","0.533","1","1.4","0.703","1.2","1.9","3.1","0.9","0.8","0.3","0.7","2","11","0.549","0.159","0.145","5.7","9.3","7.5","7.2","1.7","1.2","6.4","19.9","2016","Wing Scorers",0.2,"PHO","warretj01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/warretj01.jpg"
"579","Taj Gibson","PF","30","CHI","3.6","6.8","0.526","0","0","0","3.6","6.8","0.529","0.526","1.4","2","0.692","2.8","4.1","6.9","1.5","0.6","1.1","1.1","2.5","8.6","0.556","0.006","0.292","11.4","15.9","13.7","8.3","1.2","2.9","12.1","14.6","2016","Bruiser Big Men",1.7,"CHI","gibsota01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gibsota01.jpg"
"580","Tarik Black","C","24","LAL","1.5","2.7","0.548","0","0","0","1.5","2.7","0.548","0.548","0.5","1.2","0.422","1.1","2.9","4","0.4","0.4","0.5","0.6","2","3.4","0.537","0","0.433","9.2","25.4","17","5.2","1.4","2.9","15.1","12.9","2016","Bruiser Big Men",-0.2,"LAL","blackta01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/blackta01.jpg"
"581","Tayshaun Prince","SF","35","MIN","1.3","3","0.445","0.1","0.3","0.174","1.3","2.7","0.476","0.454","0.2","0.2","0.684","0.4","1.5","1.9","0.9","0.5","0.2","0.4","0.8","2.9","0.466","0.1","0.083","2.6","9","5.8","7","1.2","0.7","10.2","8.1","2016","Sharpshooters",-0.4,"MIN","princta01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/princta01.jpg"
"582","Terrence Jones","PF","24","HOU","3.3","7.3","0.452","0.5","1.6","0.316","2.8","5.8","0.49","0.486","1.5","2.3","0.664","1.2","3","4.2","0.8","0.5","0.8","1","1.7","8.7","0.519","0.215","0.316","6.5","15.9","11.1","6.3","1.1","3.1","10.5","19.3","2016","Bruiser Big Men",-0.4,"HOU","joneste01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/joneste01.jpg"
"583","Terrence Ross","SF","24","TOR","3.7","8.6","0.431","1.8","4.6","0.386","1.9","3.9","0.484","0.536","0.7","0.8","0.79","0.3","2.2","2.5","0.8","0.7","0.3","0.6","1.6","9.9","0.551","0.542","0.099","1.4","10.6","6.1","5.3","1.6","1.2","6.6","18.2","2016","Wing Scorers",0.8,"TOR","rosste01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/rosste01.jpg"
"584","Thabo Sefolosha","SF","31","ATL","2.5","5","0.505","0.6","1.7","0.339","1.9","3.3","0.589","0.562","0.8","1.3","0.626","0.7","3.8","4.5","1.4","1.1","0.5","0.9","1.5","6.4","0.578","0.333","0.266","3.3","17.1","10.4","8.8","2.4","1.7","14.1","12.3","2016","Bruiser Big Men",1.4,"ATL","sefolth01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sefolth01.jpg"
"585","Thaddeus Young","PF","27","BRK","6.8","13.2","0.514","0.1","0.4","0.233","6.7","12.8","0.523","0.518","1.4","2.2","0.644","2.4","6.6","9","1.8","1.5","0.5","1.9","2.5","15.1","0.533","0.031","0.169","8.1","23","15.4","9.5","2.3","1.2","11.6","21.6","2016","Big Men",1.3,"BRK","youngth01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/youngth01.jpg"
"586","Thomas Robinson","PF","24","BRK","1.8","4.1","0.447","0","0","0","1.8","4.1","0.448","0.447","0.7","1.5","0.431","1.9","3.1","5.1","0.6","0.5","0.5","1","1.6","4.3","0.453","0.003","0.375","16.4","27.8","22","7.7","2.1","3.2","16.9","19.8","2016","Bruiser Big Men",-0.2,"BRK","robinth01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/robinth01.jpg"
"587","Tiago Splitter","C","31","ATL","2.3","4.3","0.523","0","0.1","0","2.3","4.3","0.529","0.523","1.1","1.3","0.813","1.3","2.1","3.3","0.8","0.6","0.3","0.7","2","5.6","0.571","0.013","0.31","8.7","13.8","11.3","7.9","1.7","1.6","12","15.5","2016","Bruiser Big Men",0.2,"ATL","splitti01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/splitti01.jpg"
"588","Tim Duncan","C","39","SAS","3.5","7.2","0.488","0","0","0","3.5","7.2","0.49","0.488","1.5","2.1","0.702","1.9","5.4","7.3","2.7","0.8","1.3","1.5","2","8.6","0.523","0.005","0.297","8.8","23.8","16.6","15.3","1.6","3.9","15.3","17.6","2016","Bruiser Big Men",2.4,"SAS","duncati01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/duncati01.jpg"
"589","Tim Frazier","PG","25","TOT","1.9","4.5","0.419","0.3","0.9","0.333","1.6","3.5","0.442","0.454","1","1.5","0.716","0.5","1.6","2.2","3.2","0.6","0","1.3","1.4","5.1","0.499","0.21","0.323","3.8","12.8","8.2","33.3","2.2","0.2","19.9","19.4","2016","Sharpshooters",0.1,"POR","fraziti01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fraziti01.jpg"
"590","Tim Frazier","PG","25","TOT","1.9","4.5","0.419","0.3","0.9","0.333","1.6","3.5","0.442","0.454","1","1.5","0.716","0.5","1.6","2.2","3.2","0.6","0","1.3","1.4","5.1","0.499","0.21","0.323","3.8","12.8","8.2","33.3","2.2","0.2","19.9","19.4","2016","Sharpshooters",0.1,"TOT","fraziti01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fraziti01.jpg"
"591","Tim Frazier","PG","25","TOT","1.9","4.5","0.419","0.3","0.9","0.333","1.6","3.5","0.442","0.454","1","1.5","0.716","0.5","1.6","2.2","3.2","0.6","0","1.3","1.4","5.1","0.499","0.21","0.323","3.8","12.8","8.2","33.3","2.2","0.2","19.9","19.4","2016","Sharpshooters",0.1,"NOP","fraziti01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fraziti01.jpg"
"592","Tim Frazier","PG","25","NOP","4.8","10.6","0.45","0.8","1.9","0.419","3.9","8.6","0.457","0.488","2.8","3.7","0.763","0.9","3.5","4.4","7.5","1.4","0.1","2.4","2.6","13.1","0.539","0.183","0.349","3.4","13.7","8.4","40.3","2.4","0.2","16.3","22","2016","Ball Handlers",0.4,"POR","fraziti01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fraziti01.jpg"
"593","Tim Frazier","PG","25","NOP","4.8","10.6","0.45","0.8","1.9","0.419","3.9","8.6","0.457","0.488","2.8","3.7","0.763","0.9","3.5","4.4","7.5","1.4","0.1","2.4","2.6","13.1","0.539","0.183","0.349","3.4","13.7","8.4","40.3","2.4","0.2","16.3","22","2016","Ball Handlers",0.4,"TOT","fraziti01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fraziti01.jpg"
"594","Tim Frazier","PG","25","NOP","4.8","10.6","0.45","0.8","1.9","0.419","3.9","8.6","0.457","0.488","2.8","3.7","0.763","0.9","3.5","4.4","7.5","1.4","0.1","2.4","2.6","13.1","0.539","0.183","0.349","3.4","13.7","8.4","40.3","2.4","0.2","16.3","22","2016","Ball Handlers",0.4,"NOP","fraziti01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fraziti01.jpg"
"595","Tim Hardaway","SG","23","ATL","2.2","5.2","0.43","0.9","2.8","0.338","1.3","2.4","0.537","0.521","1","1.1","0.893","0.1","1.5","1.7","1","0.4","0.1","0.5","0.9","6.4","0.563","0.536","0.211","0.9","9.8","5.4","8.9","1.2","0.6","7.4","16.2","2016","Sharpshooters",0,"ATL","hardati02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hardati02.jpg"
"596","Timofey Mozgov","C","29","CLE","2.7","4.7","0.565","0","0.1","0.143","2.7","4.6","0.574","0.567","0.9","1.3","0.716","1.4","3","4.4","0.4","0.3","0.8","0.9","2.1","6.3","0.593","0.019","0.265","9.5","19.2","14.4","3.9","0.9","3.5","15","16.1","2016","Bruiser Big Men",0.3,"CLE","mozgoti01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mozgoti01.jpg"
"597","Tobias Harris","PF","23","TOT","5.5","11.7","0.469","1.1","3.1","0.335","4.4","8.6","0.518","0.514","2.7","3.2","0.831","1.3","5.4","6.7","2.2","0.9","0.5","1.4","2","14.7","0.56","0.269","0.273","4.1","18.6","11.2","10.6","1.3","1.3","9.8","19.3","2016","Wing Scorers",1.9,"DET","harrito02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harrito02.jpg"
"598","Tobias Harris","PF","23","TOT","5.5","11.7","0.469","1.1","3.1","0.335","4.4","8.6","0.518","0.514","2.7","3.2","0.831","1.3","5.4","6.7","2.2","0.9","0.5","1.4","2","14.7","0.56","0.269","0.273","4.1","18.6","11.2","10.6","1.3","1.3","9.8","19.3","2016","Wing Scorers",1.9,"TOT","harrito02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harrito02.jpg"
"599","Tobias Harris","PF","23","TOT","5.5","11.7","0.469","1.1","3.1","0.335","4.4","8.6","0.518","0.514","2.7","3.2","0.831","1.3","5.4","6.7","2.2","0.9","0.5","1.4","2","14.7","0.56","0.269","0.273","4.1","18.6","11.2","10.6","1.3","1.3","9.8","19.3","2016","Wing Scorers",1.9,"ORL","harrito02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harrito02.jpg"
"600","Tobias Harris","PF","23","ORL","5.1","11","0.464","1","3.1","0.311","4.2","8","0.523","0.507","2.4","3.1","0.784","1.4","5.5","7","2","1","0.6","1.6","1.9","13.7","0.55","0.279","0.283","4.8","18.9","11.8","9.3","1.5","1.4","11.4","18.9","2016","Wing Scorers",0.9,"DET","harrito02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harrito02.jpg"
"601","Tobias Harris","PF","23","ORL","5.1","11","0.464","1","3.1","0.311","4.2","8","0.523","0.507","2.4","3.1","0.784","1.4","5.5","7","2","1","0.6","1.6","1.9","13.7","0.55","0.279","0.283","4.8","18.9","11.8","9.3","1.5","1.4","11.4","18.9","2016","Wing Scorers",0.9,"TOT","harrito02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harrito02.jpg"
"602","Tobias Harris","PF","23","ORL","5.1","11","0.464","1","3.1","0.311","4.2","8","0.523","0.507","2.4","3.1","0.784","1.4","5.5","7","2","1","0.6","1.6","1.9","13.7","0.55","0.279","0.283","4.8","18.9","11.8","9.3","1.5","1.4","11.4","18.9","2016","Wing Scorers",0.9,"ORL","harrito02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harrito02.jpg"
"603","Tobias Harris","PF","23","DET","6.1","12.9","0.477","1.2","3.3","0.375","4.9","9.6","0.512","0.524","3","3.3","0.911","0.9","5.3","6.2","2.6","0.7","0.4","1.1","2.3","16.6","0.577","0.253","0.259","2.9","18","10.2","12.9","1","1","7.2","20.2","2016","Wing Scorers",1,"DET","harrito02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harrito02.jpg"
"604","Tobias Harris","PF","23","DET","6.1","12.9","0.477","1.2","3.3","0.375","4.9","9.6","0.512","0.524","3","3.3","0.911","0.9","5.3","6.2","2.6","0.7","0.4","1.1","2.3","16.6","0.577","0.253","0.259","2.9","18","10.2","12.9","1","1","7.2","20.2","2016","Wing Scorers",1,"TOT","harrito02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harrito02.jpg"
"605","Tobias Harris","PF","23","DET","6.1","12.9","0.477","1.2","3.3","0.375","4.9","9.6","0.512","0.524","3","3.3","0.911","0.9","5.3","6.2","2.6","0.7","0.4","1.1","2.3","16.6","0.577","0.253","0.259","2.9","18","10.2","12.9","1","1","7.2","20.2","2016","Wing Scorers",1,"ORL","harrito02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harrito02.jpg"
"606","Toney Douglas","PG","29","NOP","3","7.3","0.411","1.3","3.3","0.399","1.7","4","0.421","0.502","1.4","1.6","0.848","0.4","1.9","2.3","2.6","1.1","0.1","1","2.1","8.7","0.543","0.456","0.222","2.1","10.7","6.3","19.1","2.8","0.3","11.6","19.4","2016","Wing Scorers",0.8,"NOP","douglto01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/douglto01.jpg"
"607","Tony Allen","SG","34","MEM","3.4","7.3","0.458","0.2","0.7","0.357","3.1","6.7","0.468","0.474","1.4","2.2","0.652","1.6","3","4.6","1.1","1.7","0.3","1.2","2.7","8.4","0.505","0.09","0.294","7","14.1","10.4","6.9","3.5","1","12.8","16.8","2016","Wing Scorers",0.8,"MEM","allento01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/allento01.jpg"
