"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","second2$VORP","Tm.y","Index","Image"
"362","Kevin Willis","PF","33","TOT","4.3","9.5","0.456","0","0.1","0.111","4.3","9.4","0.461","0.457","1.9","2.7","0.708","2.8","5.7","8.5","0.7","0.4","0.5","2.1","3.4","10.6","0.496","0.013","0.284","11.4","23.1","17.3","4.2","0.8","1.5","16.7","20.1","1996","Bruiser Scorers",-1.4,"MIA","willike02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willike02.jpg"
"363","Kevin Willis","PF","33","TOT","4.3","9.5","0.456","0","0.1","0.111","4.3","9.4","0.461","0.457","1.9","2.7","0.708","2.8","5.7","8.5","0.7","0.4","0.5","2.1","3.4","10.6","0.496","0.013","0.284","11.4","23.1","17.3","4.2","0.8","1.5","16.7","20.1","1996","Bruiser Scorers",-1.4,"TOT","willike02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willike02.jpg"
"364","Kevin Willis","PF","33","MIA","4.1","8.8","0.473","0","0.1","0","4.1","8.7","0.479","0.473","1.9","2.7","0.712","2.9","6.1","8.9","0.7","0.4","0.5","2.1","3.4","10.2","0.513","0.012","0.303","11.8","24","18","4.2","0.7","1.4","17.5","19","1996","Bruiser Scorers",-0.5,"GSW","willike02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willike02.jpg"
"365","Kevin Willis","PF","33","MIA","4.1","8.8","0.473","0","0.1","0","4.1","8.7","0.479","0.473","1.9","2.7","0.712","2.9","6.1","8.9","0.7","0.4","0.5","2.1","3.4","10.2","0.513","0.012","0.303","11.8","24","18","4.2","0.7","1.4","17.5","19","1996","Bruiser Scorers",-0.5,"MIA","willike02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willike02.jpg"
"366","Kevin Willis","PF","33","MIA","4.1","8.8","0.473","0","0.1","0","4.1","8.7","0.479","0.473","1.9","2.7","0.712","2.9","6.1","8.9","0.7","0.4","0.5","2.1","3.4","10.2","0.513","0.012","0.303","11.8","24","18","4.2","0.7","1.4","17.5","19","1996","Bruiser Scorers",-0.5,"TOT","willike02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willike02.jpg"
"367","Kevin Willis","PF","33","GSW","4.6","10.7","0.433","0","0.1","0.25","4.6","10.6","0.436","0.435","1.9","2.8","0.701","2.6","5.1","7.8","0.7","0.5","0.6","2.2","3.4","11.3","0.472","0.013","0.257","10.8","21.5","16.1","4","0.9","1.5","15.7","22.2","1996","Bruiser Scorers",-0.9,"GSW","willike02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willike02.jpg"
"368","Kevin Willis","PF","33","GSW","4.6","10.7","0.433","0","0.1","0.25","4.6","10.6","0.436","0.435","1.9","2.8","0.701","2.6","5.1","7.8","0.7","0.5","0.6","2.2","3.4","11.3","0.472","0.013","0.257","10.8","21.5","16.1","4","0.9","1.5","15.7","22.2","1996","Bruiser Scorers",-0.9,"MIA","willike02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willike02.jpg"
"369","Kevin Willis","PF","33","GSW","4.6","10.7","0.433","0","0.1","0.25","4.6","10.6","0.436","0.435","1.9","2.8","0.701","2.6","5.1","7.8","0.7","0.5","0.6","2.2","3.4","11.3","0.472","0.013","0.257","10.8","21.5","16.1","4","0.9","1.5","15.7","22.2","1996","Bruiser Scorers",-0.9,"TOT","willike02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willike02.jpg"
"370","Khalid Reeves","PG","23","CHH","2.7","5.9","0.458","0.6","1.8","0.306","2.2","4.1","0.524","0.504","2.2","2.6","0.843","0.6","1.5","2","3.6","0.8","0.1","1.5","2.3","8.1","0.577","0.305","0.432","3.1","8.6","5.8","26.4","2","0.2","17.6","18.4","1996","Swingmen",0.1,"NJN","reevekh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reevekh01.jpg"
"371","Khalid Reeves","PG","23","CHH","2.7","5.9","0.458","0.6","1.8","0.306","2.2","4.1","0.524","0.504","2.2","2.6","0.843","0.6","1.5","2","3.6","0.8","0.1","1.5","2.3","8.1","0.577","0.305","0.432","3.1","8.6","5.8","26.4","2","0.2","17.6","18.4","1996","Swingmen",0.1,"CHH","reevekh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reevekh01.jpg"
"372","Khalid Reeves","PG","23","CHH","2.7","5.9","0.458","0.6","1.8","0.306","2.2","4.1","0.524","0.504","2.2","2.6","0.843","0.6","1.5","2","3.6","0.8","0.1","1.5","2.3","8.1","0.577","0.305","0.432","3.1","8.6","5.8","26.4","2","0.2","17.6","18.4","1996","Swingmen",0.1,"TOT","reevekh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reevekh01.jpg"
"373","Khalid Reeves","PG","23","TOT","1.9","4.5","0.419","0.5","1.8","0.308","1.3","2.7","0.493","0.48","1.2","1.6","0.744","0.4","1.2","1.5","2.3","0.7","0.1","1.2","2.3","5.5","0.53","0.401","0.361","2.5","8.6","5.5","22.1","2.3","0.3","19.3","17.4","1996","Wing Scorers",0,"NJN","reevekh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reevekh01.jpg"
"374","Khalid Reeves","PG","23","TOT","1.9","4.5","0.419","0.5","1.8","0.308","1.3","2.7","0.493","0.48","1.2","1.6","0.744","0.4","1.2","1.5","2.3","0.7","0.1","1.2","2.3","5.5","0.53","0.401","0.361","2.5","8.6","5.5","22.1","2.3","0.3","19.3","17.4","1996","Wing Scorers",0,"CHH","reevekh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reevekh01.jpg"
"375","Khalid Reeves","PG","23","TOT","1.9","4.5","0.419","0.5","1.8","0.308","1.3","2.7","0.493","0.48","1.2","1.6","0.744","0.4","1.2","1.5","2.3","0.7","0.1","1.2","2.3","5.5","0.53","0.401","0.361","2.5","8.6","5.5","22.1","2.3","0.3","19.3","17.4","1996","Wing Scorers",0,"TOT","reevekh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reevekh01.jpg"
"376","Khalid Reeves","PG","23","NJN","1.3","3.5","0.376","0.5","1.8","0.309","0.8","1.7","0.444","0.454","0.6","1","0.581","0.2","1","1.3","1.5","0.7","0.1","1.1","2.2","3.8","0.477","0.505","0.284","1.8","8.7","5.2","17.7","2.7","0.4","21.2","16.4","1996","Wing Scorers",-0.1,"NJN","reevekh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reevekh01.jpg"
"377","Khalid Reeves","PG","23","NJN","1.3","3.5","0.376","0.5","1.8","0.309","0.8","1.7","0.444","0.454","0.6","1","0.581","0.2","1","1.3","1.5","0.7","0.1","1.1","2.2","3.8","0.477","0.505","0.284","1.8","8.7","5.2","17.7","2.7","0.4","21.2","16.4","1996","Wing Scorers",-0.1,"CHH","reevekh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reevekh01.jpg"
"378","Khalid Reeves","PG","23","NJN","1.3","3.5","0.376","0.5","1.8","0.309","0.8","1.7","0.444","0.454","0.6","1","0.581","0.2","1","1.3","1.5","0.7","0.1","1.1","2.2","3.8","0.477","0.505","0.284","1.8","8.7","5.2","17.7","2.7","0.4","21.2","16.4","1996","Wing Scorers",-0.1,"TOT","reevekh01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reevekh01.jpg"
"379","Kurt Thomas","PF","23","MIA","3.7","7.4","0.501","0","0","0","3.7","7.4","0.503","0.501","1.6","2.4","0.663","1.6","4.3","5.9","0.6","0.6","0.5","1.3","3.7","9","0.533","0.004","0.325","8.8","21.8","15.5","4.9","1.5","1.7","13.5","19.9","1996","Bruiser Big Men",-0.2,"MIA","thomaku01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thomaku01.jpg"
"380","Lamond Murray","SF","22","LAC","3.3","7.5","0.447","0.5","1.5","0.319","2.9","6","0.479","0.479","1.3","1.7","0.75","1.2","2","3.2","1.1","0.8","0.3","1.4","2","8.4","0.513","0.202","0.23","5.8","10.6","8.1","7.1","1.7","1","14.6","18.2","1996","Swingmen",-0.4,"LAC","murrala01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/murrala01.jpg"
"381","LaPhonso Ellis","SF","25","DEN","4.2","9.6","0.438","0.1","0.5","0.182","4.1","9.1","0.451","0.442","2","3.3","0.601","2.1","5.1","7.2","1.6","0.8","0.7","1.8","3.6","10.5","0.474","0.051","0.343","8.4","20.9","14.7","9.6","1.5","1.9","14.3","20.4","1996","Bruiser Scorers",-0.1,"DEN","ellisla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/ellisla01.jpg"
"382","Larry Johnson","PF","26","CHH","7.2","15.1","0.476","0.8","2.3","0.366","6.4","12.9","0.495","0.503","5.3","7","0.757","3.1","5.4","8.4","4.4","0.7","0.5","2.2","2.1","20.5","0.563","0.149","0.46","9","16.4","12.7","18","0.9","1","11","22.9","1996","Bruiser Scorers",4.5,"CHH","johnsla02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsla02.jpg"
"383","LaSalle Thompson","C","34","PHI","0.8","1.9","0.398","0","0","0","0.8","1.9","0.398","0.398","0.4","0.5","0.792","1.4","3.1","4.5","0.6","0.4","0.5","0.8","2.8","1.9","0.454","0","0.289","9","21","14.9","5.1","1.3","1.9","28.3","7.5","1996","Bruiser Big Men",-0.4,"PHI","thompla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thompla01.jpg"
"384","Latrell Sprewell","SG","25","GSW","6.6","15.4","0.428","1.2","3.6","0.323","5.4","11.8","0.461","0.466","4.5","5.7","0.789","1.6","3.3","4.9","4.2","1.6","0.6","2.8","1.9","18.9","0.527","0.235","0.371","4.6","9.7","7.1","17.7","2.1","1.1","13.7","23","1996","Ball Handlers",2.6,"GSW","sprewla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sprewla01.jpg"
"385","Lawrence Moten","SG","23","VAN","2.5","5.6","0.453","0.4","1.3","0.327","2.1","4.4","0.49","0.49","1.1","1.7","0.653","0.8","0.6","1.4","1.1","0.7","0.2","1","1.2","6.6","0.52","0.223","0.304","7.1","5.3","6.2","17.4","2.7","1.1","13.6","25.8","1996","Wing Scorers",0.1,"VAN","motenla01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/motenla01.jpg"
"386","Ledell Eackles","SG","29","WSB","2.9","6.9","0.427","1","2.3","0.422","1.9","4.5","0.43","0.499","1.8","2.1","0.831","0.8","1.9","2.7","1.6","0.5","0.1","1","1.5","8.6","0.553","0.34","0.313","4.3","9.7","7","10.2","1.2","0.2","11.7","17.6","1996","Swingmen",0.2,"WSB","eacklle01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/eacklle01.jpg"
"387","Lee Mayberry","PG","25","MIL","1.9","4.4","0.42","0.9","2.3","0.397","1","2.1","0.446","0.523","0.5","0.8","0.603","0.3","0.8","1.1","3.7","0.8","0.1","1.1","1.8","5.1","0.536","0.519","0.187","1.5","5.1","3.2","26.1","2","0.5","18.4","13","1996","Wing Scorers",-0.5,"MIL","maybele01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/maybele01.jpg"
"388","Lindsey Hunter","PG","25","DET","3","7.9","0.381","1.5","3.6","0.405","1.5","4.2","0.36","0.474","1.1","1.5","0.7","0.6","1.9","2.4","2.4","1.1","0.2","1","2.3","8.5","0.499","0.46","0.191","2.6","8.2","5.5","14.7","2.2","0.7","10.5","17","1996","Swingmen",1.2,"DET","hunteli01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hunteli01.jpg"
"389","Lionel Simmons","SF","27","SAC","1.6","4","0.396","0.4","0.9","0.373","1.2","3.1","0.404","0.44","1","1.4","0.733","0.8","1.9","2.7","1.5","0.6","0.4","0.9","1.6","4.6","0.492","0.235","0.346","5.8","14.9","10.4","15.9","2","1.9","16.9","16.3","1996","Wing Scorers",0.2,"SAC","simmoli01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/simmoli01.jpg"
"390","Loren Meyer","C","23","DAL","2","4.6","0.439","0","0.2","0.273","2","4.4","0.445","0.444","1","1.4","0.686","1.6","2.8","4.4","0.8","0.3","0.4","0.9","3.1","5","0.484","0.033","0.309","8.7","18.6","13.2","6.7","0.8","1.8","15.2","14.5","1996","Bruiser Big Men",-0.9,"DAL","meyerlo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/meyerlo01.jpg"
"391","Lorenzo Williams","C","26","DAL","1.3","3.3","0.407","0","0","0","1.3","3.3","0.408","0.407","0.4","1.1","0.343","3.6","4.4","8","1.3","0.7","1.9","1.2","3.5","3","0.404","0.005","0.327","12.5","18.3","15.1","6.4","1.3","4.7","24.2","7.4","1996","Bruiser Big Men",0.9,"DAL","willilo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willilo01.jpg"
"392","Loy Vaught","PF","27","LAC","7.1","13.6","0.525","0.1","0.2","0.368","7.1","13.4","0.528","0.529","1.9","2.6","0.727","2.6","7.6","10.1","1.4","1.1","0.5","2","3","16.2","0.551","0.017","0.189","8.1","24.9","16.4","6.3","1.5","1","11.8","20.1","1996","Bruiser Scorers",0.7,"LAC","vaughlo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/vaughlo01.jpg"
"393","Luc Longley","C","27","CHI","3.9","8.1","0.482","0","0","0","3.9","8.1","0.482","0.482","1.3","1.7","0.777","1.7","3.5","5.1","1.9","0.4","1.4","1.8","3.6","9.1","0.515","0","0.205","7.4","15.2","11.3","10.6","0.7","3.9","17.2","17.8","1996","Bruiser Big Men",0.8,"CHI","longllu01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/longllu01.jpg"
"394","Lucious Harris","SG","25","DAL","3","6.5","0.461","0.8","2","0.376","2.2","4.5","0.5","0.52","1.1","1.4","0.782","0.7","1.3","2","1.3","0.6","0","0.8","0.9","7.9","0.553","0.315","0.219","3.9","9.2","6.3","12.9","1.7","0.2","9.6","19.7","1996","Swingmen",-0.1,"DAL","harrilu01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harrilu01.jpg"
"395","Mahmoud Abdul-Rauf","PG","26","DEN","7.3","16.8","0.434","2.1","5.4","0.392","5.1","11.3","0.454","0.497","2.6","2.8","0.93","0.5","2","2.4","6.8","1.1","0.1","2","2.1","19.2","0.535","0.324","0.164","1.5","6.4","3.9","34.7","1.6","0.1","10.1","25.1","1996","Ball Handlers",1.6,"DEN","abdulma02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/abdulma02.jpg"
"396","Malik Sealy","SF","25","LAC","4.4","10.6","0.415","0.3","1.6","0.21","4","9","0.452","0.431","2.4","3","0.799","1.2","2.6","3.9","1.9","1.4","0.5","1.8","2.4","11.5","0.484","0.153","0.281","5.6","12.5","9","11.6","2.7","1.3","13.3","23.7","1996","Swingmen",0,"LAC","sealyma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/sealyma01.jpg"
"397","Mario Bennett","SF","22","PHO","1.5","3.4","0.453","0","0.1","0","1.5","3.3","0.46","0.453","1.4","2.2","0.643","1.1","1.5","2.6","0.3","0.6","0.6","0.6","2.4","4.5","0.515","0.016","0.656","10.7","13.9","12.3","3.9","2.5","3.6","11.8","18.1","1996","Bruiser Big Men",0,"PHO","bennema01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bennema01.jpg"
"398","Mario Elie","SF","32","HOU","4","7.9","0.504","0.9","2.8","0.323","3.1","5.1","0.604","0.562","2.2","2.6","0.852","1","2.4","3.4","3.1","1","0.2","1.3","2.1","11.1","0.612","0.356","0.322","3.9","8.6","6.3","15.4","1.7","0.6","12.6","15.1","1996","Swingmen",1.1,"HOU","eliema01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/eliema01.jpg"
"399","Mark Bryant","PF","30","HOU","3.4","6.3","0.543","0","0","0","3.4","6.3","0.545","0.543","1.8","2.5","0.718","1.8","3.1","4.9","0.7","0.4","0.3","1.2","3.3","8.6","0.583","0.004","0.397","9.6","15.3","12.5","5.2","1","0.9","14","17.3","1996","Bruiser Big Men",-0.3,"HOU","bryanma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bryanma01.jpg"
"400","Mark Jackson","PG","30","IND","3.7","7.7","0.473","0.8","1.8","0.43","2.9","5.9","0.486","0.524","1.9","2.4","0.785","0.8","3","3.8","7.8","1.2","0.1","2.5","1.9","10","0.568","0.238","0.305","3.2","11","7.3","37.4","2","0.2","22.1","15.8","1996","Swingmen",2.6,"IND","jacksma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/jacksma01.jpg"
"401","Mark Macon","PG","26","DET","1.3","2.9","0.433","0.3","0.7","0.467","1","2.3","0.423","0.485","0.4","0.5","0.818","0.4","0.5","1","0.7","0.7","0","0.4","1.5","3.2","0.515","0.224","0.164","4.4","4.9","4.6","9.2","2.9","0","11.1","13.4","1996","Wing Scorers",0.1,"DET","maconma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/maconma01.jpg"
"402","Mark Price","PG","31","WSB","2.6","8.6","0.3","1.4","4.3","0.333","1.1","4.3","0.267","0.383","1.4","1.4","1","0.1","0.9","1","2.6","0.9","0","1.4","1","8","0.435","0.5","0.167","0.9","5.5","3.2","21.3","2.4","0","13.4","26.2","1996","Wing Scorers",-0.1,"WSB","pricema01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pricema01.jpg"
"403","Mark West","C","35","DET","1.3","2.7","0.484","0","0","0","1.3","2.7","0.484","0.484","0.6","1","0.622","1","1.8","2.8","0.1","0.1","0.8","0.7","2.9","3.2","0.514","0","0.357","9","14.4","11.8","1.4","0.5","4.3","19.4","12.7","1996","Bruiser Big Men",-0.4,"DET","westma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/westma01.jpg"
"404","Marty Conlon","C","28","MIL","2.1","4.4","0.468","0.1","0.4","0.167","2","4","0.498","0.476","1.1","1.5","0.764","0.8","1.6","2.4","0.9","0.3","0.1","1.1","1.7","5.3","0.526","0.092","0.336","7.3","15.5","11.3","11.7","1.1","0.9","17.4","21.7","1996","Bruiser Big Men",-0.6,"MIL","conloma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/conloma01.jpg"
"405","Matt Geiger","C","26","CHH","4.6","8.6","0.536","0","0.1","0.375","4.6","8.5","0.538","0.538","1.9","2.7","0.727","2.6","5.8","8.4","0.8","0.6","0.8","1.8","3.8","11.2","0.573","0.012","0.308","10.2","23.6","16.8","4.1","1","2","15.3","17.2","1996","Bruiser Scorers",0.1,"CHH","geigema01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/geigema01.jpg"
"406","Michael Adams","PG","33","CHH","1.8","4","0.446","0.7","2","0.341","1.1","2","0.548","0.53","1.2","1.7","0.743","0.2","0.8","1","3.2","1","0.2","1.2","1.2","5.4","0.579","0.494","0.422","1.8","6.4","4.1","30.4","3.3","0.9","20.3","17","1996","Swingmen",0.1,"CHH","adamsmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/adamsmi01.jpg"
"407","Michael Cage","C","34","CLE","2.7","4.8","0.556","0","0","0","2.7","4.8","0.557","0.556","0.6","1.1","0.543","3.5","5.4","8.9","0.6","1.1","1","0.7","2.6","6","0.561","0.003","0.232","14.3","22.7","18.4","3.3","1.9","2.7","11","9.4","1996","Bruiser Big Men",2.3,"CLE","cagemi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/cagemi01.jpg"
"408","Michael Curry","SG","27","DET","1.7","3.7","0.464","0.5","1.2","0.4","1.2","2.5","0.495","0.53","1","1.4","0.707","0.6","1.3","2","0.6","0.6","0","0.6","2.2","4.9","0.569","0.331","0.384","4.2","8.6","6.5","5.6","1.7","0.2","11.5","12.7","1996","Wing Scorers",0.2,"DET","currymi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/currymi01.jpg"
"409","Michael Curry","SG","27","DET","1.7","3.7","0.464","0.5","1.2","0.4","1.2","2.5","0.495","0.53","1","1.4","0.707","0.6","1.3","2","0.6","0.6","0","0.6","2.2","4.9","0.569","0.331","0.384","4.2","8.6","6.5","5.6","1.7","0.2","11.5","12.7","1996","Wing Scorers",0.2,"TOT","currymi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/currymi01.jpg"
"410","Michael Curry","SG","27","DET","1.7","3.7","0.464","0.5","1.2","0.4","1.2","2.5","0.495","0.53","1","1.4","0.707","0.6","1.3","2","0.6","0.6","0","0.6","2.2","4.9","0.569","0.331","0.384","4.2","8.6","6.5","5.6","1.7","0.2","11.5","12.7","1996","Wing Scorers",0.2,"WSB","currymi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/currymi01.jpg"
"411","Michael Curry","SG-SF","27","TOT","1.6","3.5","0.453","0.4","1.2","0.377","1.2","2.3","0.491","0.516","1","1.3","0.726","0.6","1.3","1.8","0.6","0.5","0","0.5","2","4.6","0.56","0.329","0.385","4.3","8.6","6.6","5.6","1.7","0.2","11.3","12.9","1996","Wing Scorers",0.2,"DET","currymi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/currymi01.jpg"
"412","Michael Curry","SG-SF","27","TOT","1.6","3.5","0.453","0.4","1.2","0.377","1.2","2.3","0.491","0.516","1","1.3","0.726","0.6","1.3","1.8","0.6","0.5","0","0.5","2","4.6","0.56","0.329","0.385","4.3","8.6","6.6","5.6","1.7","0.2","11.3","12.9","1996","Wing Scorers",0.2,"TOT","currymi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/currymi01.jpg"
"413","Michael Curry","SG-SF","27","TOT","1.6","3.5","0.453","0.4","1.2","0.377","1.2","2.3","0.491","0.516","1","1.3","0.726","0.6","1.3","1.8","0.6","0.5","0","0.5","2","4.6","0.56","0.329","0.385","4.3","8.6","6.6","5.6","1.7","0.2","11.3","12.9","1996","Wing Scorers",0.2,"WSB","currymi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/currymi01.jpg"
"414","Michael Finley","SF","22","PHO","5.7","11.9","0.476","0.7","2.3","0.328","4.9","9.6","0.511","0.508","3","3.9","0.749","1.7","2.9","4.6","3.5","1","0.4","1.6","2.4","15","0.551","0.191","0.331","5.1","8.3","6.7","13.9","1.4","0.7","10.6","17.3","1996","Swingmen",2.5,"PHO","finlemi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/finlemi01.jpg"
"415","Michael Smith","PF","23","SAC","2.2","3.7","0.605","0","0","1","2.2","3.6","0.603","0.607","1","2.7","0.384","2.2","3.8","6","1.7","0.7","0.7","1.1","2.6","5.5","0.565","0.004","0.744","11.9","20.6","16.3","12.3","1.7","2.5","18.6","12.3","1996","Bruiser Big Men",1.6,"SAC","smithmi02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithmi02.jpg"
"416","Micheal Williams","PG","29","MIN","1.4","4.4","0.325","0.1","0.3","0.333","1.3","4.1","0.324","0.338","3.1","3.7","0.848","0.3","2.2","2.6","3.4","0.6","0.3","2.6","4.1","6.1","0.504","0.075","0.825","1.9","12.7","7.3","24","1.4","1.2","29.7","18.2","1996","Wing Scorers",-0.2,"MIN","willimi02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willimi02.jpg"
"417","Mike Brown","C","32","PHI","1","1.8","0.563","0","0","0","1","1.8","0.563","0.563","0.9","1.9","0.471","1.6","2.6","4.1","0.3","0.3","0.2","0.7","2.7","2.9","0.554","0","1.063","9.7","16.8","13.2","2.8","1","0.9","20.4","8.1","1996","Bruiser Big Men",-0.1,"PHI","brownmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brownmi01.jpg"
"418","Mitchell Butler","SG","25","WSB","1.4","3.8","0.384","0.2","1","0.217","1.2","2.8","0.444","0.413","0.8","1.4","0.578","0.5","1.5","1.9","1.1","0.7","0.2","1.1","1.7","3.9","0.446","0.262","0.362","4.1","12","8.1","11.1","2.4","1","20.1","17.3","1996","Wing Scorers",-0.4,"WSB","butlemi02","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/butlemi02.jpg"
