"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","first2$VORP","Tm.y","Index","Image"
"212","Lowes Moore","PG","24","CLE","4.8","9.5","0.5","0.3","1.3","0.2","4.5","8.3","0.545","0.513","1.5","2","0.75","0.3","0.8","1","3.8","1.5","0.3","1.3","3.8","11.3","0.542","0.132","0.211","1.5","5.2","3.2","36.4","4.1","0.8","10.7","27.4","1982","Other",0.1,"CLE","moorelo01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/moorelo01.jpg"
"213","M.L. Carr","SF","31","BOS","3.3","7.3","0.45","0.1","0.3","0.294","3.2","7","0.457","0.456","1.5","2.1","0.707","1","1.7","2.7","2.3","1.2","0.4","1.1","2.4","8.1","0.495","0.042","0.284","4.9","7.8","6.4","12.6","2.4","0.9","12","16.2","1982","Wing Scorers",0.9,"BOS","carrml01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/carrml01.jpg"
"214","Major Jones","PF","28","HOU","1.9","3.6","0.531","0","0.1","0","1.9","3.5","0.538","0.531","0.7","1.3","0.545","1.3","2","3.4","0.4","0.3","0.5","0.8","1.7","4.5","0.543","0.014","0.362","11.4","18.7","15","4.6","1.3","2.2","16.8","16.3","1982","Bruiser Big Men",0,"HOU","jonesma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/jonesma01.jpg"
"215","Mark Aguirre","SF","22","DAL","7.5","16.1","0.465","0.5","1.4","0.352","7","14.7","0.475","0.48","3.3","4.8","0.68","1.7","3.1","4.9","3.2","0.7","0.4","2.6","3","18.7","0.514","0.087","0.301","6.7","12.9","9.7","18.6","1.2","0.9","12.7","29.8","1982","Other",0.8,"DAL","aguirma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/aguirma01.jpg"
"216","Mark Landsberger","PF","26","LAL","1.9","4.4","0.438","0","0","0","1.9","4.4","0.44","0.438","0.4","0.9","0.508","2.2","3.2","5.3","0.4","0.1","0.1","0.7","1.8","4.3","0.449","0.006","0.198","16.3","22","19.3","3.3","0.4","0.3","12.1","14.2","1982","Bruiser Big Men",-0.8,"LAL","landsma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/landsma01.jpg"
"217","Mark Olberding","PF","25","SAS","4.9","10.4","0.472","0","0.2","0.167","4.9","10.2","0.478","0.474","4","5","0.808","1.7","4.7","6.5","3","0.8","0.4","2","3.7","13.8","0.551","0.017","0.479","6","16.4","11.2","12.4","1.3","0.8","14","18.8","1982","Swingmen",1.7,"SAS","olberma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/olberma01.jpg"
"218","Marques Johnson","SF","25","MIL","6.7","12.7","0.532","0","0.1","0","6.7","12.6","0.534","0.532","3","4.3","0.7","2.6","3.5","6.1","3.6","1","0.6","2.4","2.4","16.5","0.566","0.005","0.342","9.6","12.3","11","16.4","1.5","1.1","14.2","22.1","1982","Swingmen",2.4,"MIL","johnsma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsma01.jpg"
"219","Marvin Webster","C","29","NYK","2.4","4.9","0.491","0","0","0","2.4","4.9","0.491","0.491","1.3","2.1","0.635","2.2","3.7","6","1.2","0.3","1.1","1.1","2.6","6.2","0.527","0","0.42","11","19","14.9","6.7","0.6","2.8","15.8","12.5","1982","Bruiser Big Men",0.7,"NYK","webstma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/webstma01.jpg"
"220","Maurice Lucas","PF","29","NYK","6.3","12.5","0.504","0","0","0","6.3","12.5","0.506","0.504","3.2","4.4","0.725","3.4","7.9","11.3","2.2","0.9","0.9","2.2","3.9","15.8","0.547","0.003","0.349","11.5","27.5","19.3","9.6","1.2","1.5","13","20.5","1982","Swingmen",2.1,"NYK","lucasma01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/lucasma01.jpg"
"221","Michael Brooks","SF","23","SDC","6.5","13","0.504","0","0.1","0","6.5","12.9","0.507","0.504","2.5","3.3","0.757","2.5","5.1","7.6","2.9","1.4","0.5","2.4","3.5","15.6","0.539","0.007","0.25","8.7","18.6","13.5","12.2","1.9","0.8","14.3","20.4","1982","Swingmen",2.1,"SDC","brookmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brookmi01.jpg"
"222","Michael Cooper","SG","25","LAL","5","9.8","0.517","0","0.2","0.118","5","9.5","0.526","0.518","1.8","2.3","0.813","1.1","2.4","3.5","3","1.6","0.8","2","2.8","11.9","0.556","0.023","0.231","4.3","8.8","6.7","12.9","2.5","1.5","15.6","17.5","1982","Ball Handlers",1.8,"LAL","coopemi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/coopemi01.jpg"
"223","Michael Wiley","PF","24","SDC","3.3","5.9","0.565","0","0.1","0","3.3","5.8","0.573","0.565","1.6","2.3","0.695","1.1","1.9","3","0.9","0.7","0.3","1.2","2.1","8.3","0.599","0.014","0.393","7.7","13.9","10.7","7.3","1.9","0.9","14.4","19.8","1982","Bruiser Big Men",0.2,"SDC","wileymi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/wileymi01.jpg"
"224","Micheal Ray Richardson","PG","26","NYK","7.5","16.4","0.461","0.2","1.2","0.188","7.3","15.1","0.483","0.468","2.6","3.7","0.7","2.2","4.7","6.9","7","2.6","0.5","3.5","3.9","17.9","0.498","0.075","0.226","6.5","14.9","10.6","27.4","3.4","0.8","16.5","23.9","1982","Ball Handlers",4.6,"NYK","richami01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/richami01.jpg"
"225","Mickey Johnson","PF","29","MIL","4.9","10","0.491","0","0.1","0.143","4.9","9.9","0.495","0.492","3.1","3.8","0.801","1.8","4.2","6","2.8","0.9","0.6","2.5","3.2","12.9","0.553","0.009","0.384","8.2","18.3","13.5","15.8","1.8","1.3","17.8","22.9","1982","Swingmen",1.6,"MIL","johnsmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsmi01.jpg"
"226","Mike Bantom","SF","30","IND","4.6","10.4","0.438","0","0.1","0.333","4.5","10.3","0.439","0.44","2.6","3.9","0.66","2.2","3.3","5.5","1.7","1","0.6","2.2","3.6","11.7","0.484","0.007","0.377","8.9","13.6","11.2","9.8","1.8","1.3","15.2","22.4","1982","Bruiser Big Men",0.2,"TOT","bantomi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bantomi01.jpg"
"227","Mike Bantom","SF","30","IND","4.6","10.4","0.438","0","0.1","0.333","4.5","10.3","0.439","0.44","2.6","3.9","0.66","2.2","3.3","5.5","1.7","1","0.6","2.2","3.6","11.7","0.484","0.007","0.377","8.9","13.6","11.2","9.8","1.8","1.3","15.2","22.4","1982","Bruiser Big Men",0.2,"PHI","bantomi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bantomi01.jpg"
"228","Mike Bantom","SF","30","IND","4.6","10.4","0.438","0","0.1","0.333","4.5","10.3","0.439","0.44","2.6","3.9","0.66","2.2","3.3","5.5","1.7","1","0.6","2.2","3.6","11.7","0.484","0.007","0.377","8.9","13.6","11.2","9.8","1.8","1.3","15.2","22.4","1982","Bruiser Big Men",0.2,"IND","bantomi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bantomi01.jpg"
"229","Mike Bantom","SF","30","TOT","4.1","8.7","0.469","0","0.1","0.333","4","8.6","0.47","0.471","2","3.3","0.629","2.1","3.2","5.4","1.4","0.8","0.7","1.8","3.3","10.2","0.505","0.008","0.375","9.7","14.4","12.1","8.1","1.5","1.7","15.2","20.2","1982","Bruiser Big Men",0.5,"TOT","bantomi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bantomi01.jpg"
"230","Mike Bantom","SF","30","TOT","4.1","8.7","0.469","0","0.1","0.333","4","8.6","0.47","0.471","2","3.3","0.629","2.1","3.2","5.4","1.4","0.8","0.7","1.8","3.3","10.2","0.505","0.008","0.375","9.7","14.4","12.1","8.1","1.5","1.7","15.2","20.2","1982","Bruiser Big Men",0.5,"PHI","bantomi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bantomi01.jpg"
"231","Mike Bantom","SF","30","TOT","4.1","8.7","0.469","0","0.1","0.333","4","8.6","0.47","0.471","2","3.3","0.629","2.1","3.2","5.4","1.4","0.8","0.7","1.8","3.3","10.2","0.505","0.008","0.375","9.7","14.4","12.1","8.1","1.5","1.7","15.2","20.2","1982","Bruiser Big Men",0.5,"IND","bantomi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bantomi01.jpg"
"232","Mike Bantom","SF","30","PHI","3.6","7.1","0.51","0","0.1","0.333","3.6","7","0.512","0.511","1.6","2.7","0.588","2","3.2","5.3","1.1","0.6","0.9","1.5","3.1","8.8","0.533","0.01","0.373","10.5","15.3","13","6.3","1.2","2.2","15.2","17.9","1982","Bruiser Big Men",0.3,"TOT","bantomi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bantomi01.jpg"
"233","Mike Bantom","SF","30","PHI","3.6","7.1","0.51","0","0.1","0.333","3.6","7","0.512","0.511","1.6","2.7","0.588","2","3.2","5.3","1.1","0.6","0.9","1.5","3.1","8.8","0.533","0.01","0.373","10.5","15.3","13","6.3","1.2","2.2","15.2","17.9","1982","Bruiser Big Men",0.3,"PHI","bantomi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bantomi01.jpg"
"234","Mike Bantom","SF","30","PHI","3.6","7.1","0.51","0","0.1","0.333","3.6","7","0.512","0.511","1.6","2.7","0.588","2","3.2","5.3","1.1","0.6","0.9","1.5","3.1","8.8","0.533","0.01","0.373","10.5","15.3","13","6.3","1.2","2.2","15.2","17.9","1982","Bruiser Big Men",0.3,"IND","bantomi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bantomi01.jpg"
"235","Mike Bratz","PG","26","SAS","2.8","7","0.407","0.6","1.7","0.333","2.3","5.3","0.431","0.448","1.5","1.9","0.783","0.5","1.6","2","5.4","0.8","0.1","1.7","2.3","7.7","0.495","0.244","0.269","2.7","8.4","5.5","34.2","1.9","0.4","18","19","1982","Other",0.3,"SAS","bratzmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bratzmi01.jpg"
"236","Mike Dunleavy","SG","27","HOU","2.9","6.4","0.458","0.5","1.2","0.384","2.5","5.2","0.475","0.494","1.1","1.5","0.708","0.3","1.1","1.5","3.2","0.6","0","1.1","2.3","7.4","0.524","0.191","0.236","1.9","7","4.4","23.7","1.7","0.1","13.9","17.9","1982","Other",0.1,"HOU","dunlemi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/dunlemi01.jpg"
"237","Mike Evans","PG","26","TOT","1.6","3.9","0.407","0","0.3","0","1.6","3.6","0.438","0.407","0.6","0.9","0.65","0.2","0.8","1","1.9","0.6","0","1.2","1.6","3.8","0.438","0.07","0.233","2.1","7.2","4.6","21","2.3","0","21.5","18.4","1982","Wing Scorers",-0.2,"CLE","evansmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/evansmi01.jpg"
"238","Mike Evans","PG","26","TOT","1.6","3.9","0.407","0","0.3","0","1.6","3.6","0.438","0.407","0.6","0.9","0.65","0.2","0.8","1","1.9","0.6","0","1.2","1.6","3.8","0.438","0.07","0.233","2.1","7.2","4.6","21","2.3","0","21.5","18.4","1982","Wing Scorers",-0.2,"MIL","evansmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/evansmi01.jpg"
"239","Mike Evans","PG","26","TOT","1.6","3.9","0.407","0","0.3","0","1.6","3.6","0.438","0.407","0.6","0.9","0.65","0.2","0.8","1","1.9","0.6","0","1.2","1.6","3.8","0.438","0.07","0.233","2.1","7.2","4.6","21","2.3","0","21.5","18.4","1982","Wing Scorers",-0.2,"TOT","evansmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/evansmi01.jpg"
"240","Mike Evans","PG","26","MIL","1.7","3.6","0.471","0","0.1","0","1.7","3.5","0.49","0.471","0.6","0.9","0.667","0.2","0.6","0.9","1.6","0.6","0","1.1","1.9","4","0.498","0.039","0.235","1.8","5.1","3.5","14.5","2.2","0","21","15","1982","Wing Scorers",-0.1,"CLE","evansmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/evansmi01.jpg"
"241","Mike Evans","PG","26","MIL","1.7","3.6","0.471","0","0.1","0","1.7","3.5","0.49","0.471","0.6","0.9","0.667","0.2","0.6","0.9","1.6","0.6","0","1.1","1.9","4","0.498","0.039","0.235","1.8","5.1","3.5","14.5","2.2","0","21","15","1982","Wing Scorers",-0.1,"MIL","evansmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/evansmi01.jpg"
"242","Mike Evans","PG","26","MIL","1.7","3.6","0.471","0","0.1","0","1.7","3.5","0.49","0.471","0.6","0.9","0.667","0.2","0.6","0.9","1.6","0.6","0","1.1","1.9","4","0.498","0.039","0.235","1.8","5.1","3.5","14.5","2.2","0","21","15","1982","Wing Scorers",-0.1,"TOT","evansmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/evansmi01.jpg"
"243","Mike Gale","PG","31","GSW","2.5","5","0.496","0","0.1","0","2.5","4.9","0.503","0.496","0.7","0.9","0.785","0.5","2","2.5","3.5","1.6","0.4","1.7","2.3","5.6","0.524","0.013","0.174","2.2","9.4","5.7","17.8","3.2","0.9","23.9","11.9","1982","Wing Scorers",1.2,"GSW","galemi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/galemi01.jpg"
"244","Mike Glenn","SG","26","ATL","3.2","5.9","0.543","0","0","0.5","3.2","5.9","0.543","0.545","1.2","1.4","0.881","0.1","1.1","1.2","1.8","0.5","0.1","0.6","1.6","7.7","0.587","0.007","0.23","0.7","7.6","4.1","16.9","1.6","0.2","7.8","18.1","1982","Ball Handlers",0.3,"ATL","glennmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/glennmi01.jpg"
"245","Mike Harper","PF","24","POR","2.7","5.4","0.497","0","0","0","2.7","5.4","0.499","0.497","1.4","2.3","0.627","1.9","3.1","5","0.8","0.8","1.2","1.4","3.4","6.8","0.531","0.003","0.414","10","16.4","13.2","4.8","1.8","3.2","17.4","15.2","1982","Bruiser Big Men",0.6,"POR","harpemi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/harpemi01.jpg"
"246","Mike Mitchell","SF","26","SAS","9.2","17.1","0.539","0","0","0","9.2","17.1","0.539","0.539","2.6","3.5","0.733","3","4.8","7.9","0.8","0.6","0.5","1.7","3.5","21","0.563","0.001","0.208","8.9","14.1","11.5","3","0.7","0.7","8.4","22.1","1982","Swingmen",0.6,"CLE","mitchmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mitchmi01.jpg"
"247","Mike Mitchell","SF","26","SAS","9.2","17.1","0.539","0","0","0","9.2","17.1","0.539","0.539","2.6","3.5","0.733","3","4.8","7.9","0.8","0.6","0.5","1.7","3.5","21","0.563","0.001","0.208","8.9","14.1","11.5","3","0.7","0.7","8.4","22.1","1982","Swingmen",0.6,"SAS","mitchmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mitchmi01.jpg"
"248","Mike Mitchell","SF","26","SAS","9.2","17.1","0.539","0","0","0","9.2","17.1","0.539","0.539","2.6","3.5","0.733","3","4.8","7.9","0.8","0.6","0.5","1.7","3.5","21","0.563","0.001","0.208","8.9","14.1","11.5","3","0.7","0.7","8.4","22.1","1982","Swingmen",0.6,"TOT","mitchmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mitchmi01.jpg"
"249","Mike Mitchell","SF","26","TOT","9","17.6","0.51","0","0.1","0","9","17.5","0.512","0.51","2.6","3.6","0.728","2.9","4.1","7","1","0.7","0.5","1.8","3.3","20.5","0.536","0.005","0.204","8.5","12.4","10.5","4.1","0.9","0.8","8.7","23.2","1982","Swingmen",0.4,"CLE","mitchmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mitchmi01.jpg"
"250","Mike Mitchell","SF","26","TOT","9","17.6","0.51","0","0.1","0","9","17.5","0.512","0.51","2.6","3.6","0.728","2.9","4.1","7","1","0.7","0.5","1.8","3.3","20.5","0.536","0.005","0.204","8.5","12.4","10.5","4.1","0.9","0.8","8.7","23.2","1982","Swingmen",0.4,"SAS","mitchmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mitchmi01.jpg"
"251","Mike Mitchell","SF","26","TOT","9","17.6","0.51","0","0.1","0","9","17.5","0.512","0.51","2.6","3.6","0.728","2.9","4.1","7","1","0.7","0.5","1.8","3.3","20.5","0.536","0.005","0.204","8.5","12.4","10.5","4.1","0.9","0.8","8.7","23.2","1982","Swingmen",0.4,"TOT","mitchmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mitchmi01.jpg"
"252","Mike Mitchell","SF","26","CLE","8.5","18.7","0.454","0","0.2","0","8.5","18.4","0.46","0.454","2.7","3.7","0.72","2.6","2.6","5.2","1.4","1","0.6","2","2.9","19.6","0.484","0.012","0.198","7.8","8.6","8.2","6.4","1.3","0.9","9.1","25.5","1982","Swingmen",-0.2,"CLE","mitchmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mitchmi01.jpg"
"253","Mike Mitchell","SF","26","CLE","8.5","18.7","0.454","0","0.2","0","8.5","18.4","0.46","0.454","2.7","3.7","0.72","2.6","2.6","5.2","1.4","1","0.6","2","2.9","19.6","0.484","0.012","0.198","7.8","8.6","8.2","6.4","1.3","0.9","9.1","25.5","1982","Swingmen",-0.2,"SAS","mitchmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mitchmi01.jpg"
"254","Mike Mitchell","SF","26","CLE","8.5","18.7","0.454","0","0.2","0","8.5","18.4","0.46","0.454","2.7","3.7","0.72","2.6","2.6","5.2","1.4","1","0.6","2","2.9","19.6","0.484","0.012","0.198","7.8","8.6","8.2","6.4","1.3","0.9","9.1","25.5","1982","Swingmen",-0.2,"TOT","mitchmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mitchmi01.jpg"
"255","Mike Newlin","SG","33","NYK","3.8","8.1","0.465","0.1","0.3","0.304","3.7","7.8","0.471","0.471","1.7","1.9","0.857","0.5","0.7","1.2","2.2","0.4","0","1.4","2.6","9.3","0.519","0.037","0.239","2.7","4.3","3.5","16.1","1.1","0.1","13.3","21.4","1982","Ball Handlers",-1,"NYK","newlimi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/newlimi01.jpg"
"256","Mike O'Koren","SF","23","NJN","4.8","9.7","0.492","0.1","0.3","0.348","4.7","9.4","0.497","0.497","1.7","2.4","0.714","1.4","2.4","3.8","2.4","1","0.2","1.8","2.2","11.4","0.528","0.03","0.243","6.1","11","8.5","13.7","1.9","0.4","14.6","19.9","1982","Ball Handlers",1,"NJN","okoremi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/okoremi01.jpg"
"257","Mike Woodson","SG","23","TOT","6.5","12.9","0.503","0.1","0.3","0.28","6.4","12.6","0.509","0.507","2.7","3.4","0.773","1.2","1.7","3","2.7","1.7","0.4","1.8","2.7","15.7","0.546","0.023","0.268","4.8","7.2","5.9","14.1","2.9","0.9","11.4","23.6","1982","Ball Handlers",2.3,"TOT","woodsmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodsmi01.jpg"
"258","Mike Woodson","SG","23","TOT","6.5","12.9","0.503","0.1","0.3","0.28","6.4","12.6","0.509","0.507","2.7","3.4","0.773","1.2","1.7","3","2.7","1.7","0.4","1.8","2.7","15.7","0.546","0.023","0.268","4.8","7.2","5.9","14.1","2.9","0.9","11.4","23.6","1982","Ball Handlers",2.3,"NJN","woodsmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodsmi01.jpg"
"259","Mike Woodson","SG","23","TOT","6.5","12.9","0.503","0.1","0.3","0.28","6.4","12.6","0.509","0.507","2.7","3.4","0.773","1.2","1.7","3","2.7","1.7","0.4","1.8","2.7","15.7","0.546","0.023","0.268","4.8","7.2","5.9","14.1","2.9","0.9","11.4","23.6","1982","Ball Handlers",2.3,"KCK","woodsmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodsmi01.jpg"
"260","Mike Woodson","SG","23","NJN","4.3","9.7","0.441","0","0.1","0","4.3","9.6","0.448","0.441","3.3","4.6","0.719","0.7","1.1","1.9","2.3","1","0.3","1.3","3","11.9","0.506","0.015","0.471","3.9","6.3","5.1","16.3","2.2","0.8","9.9","25.1","1982","Ball Handlers",0,"TOT","woodsmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodsmi01.jpg"
"261","Mike Woodson","SG","23","NJN","4.3","9.7","0.441","0","0.1","0","4.3","9.6","0.448","0.441","3.3","4.6","0.719","0.7","1.1","1.9","2.3","1","0.3","1.3","3","11.9","0.506","0.015","0.471","3.9","6.3","5.1","16.3","2.2","0.8","9.9","25.1","1982","Ball Handlers",0,"NJN","woodsmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodsmi01.jpg"
"262","Mike Woodson","SG","23","NJN","4.3","9.7","0.441","0","0.1","0","4.3","9.6","0.448","0.441","3.3","4.6","0.719","0.7","1.1","1.9","2.3","1","0.3","1.3","3","11.9","0.506","0.015","0.471","3.9","6.3","5.1","16.3","2.2","0.8","9.9","25.1","1982","Ball Handlers",0,"KCK","woodsmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodsmi01.jpg"
"263","Mike Woodson","SG","23","KCK","6.7","13.2","0.507","0.1","0.3","0.292","6.6","12.9","0.513","0.511","2.6","3.3","0.78","1.3","1.8","3.1","2.7","1.8","0.4","1.9","2.6","16.1","0.549","0.024","0.254","4.8","7.2","6","14","2.9","0.9","11.5","23.5","1982","Ball Handlers",2.3,"TOT","woodsmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodsmi01.jpg"
"264","Mike Woodson","SG","23","KCK","6.7","13.2","0.507","0.1","0.3","0.292","6.6","12.9","0.513","0.511","2.6","3.3","0.78","1.3","1.8","3.1","2.7","1.8","0.4","1.9","2.6","16.1","0.549","0.024","0.254","4.8","7.2","6","14","2.9","0.9","11.5","23.5","1982","Ball Handlers",2.3,"NJN","woodsmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodsmi01.jpg"
"265","Mike Woodson","SG","23","KCK","6.7","13.2","0.507","0.1","0.3","0.292","6.6","12.9","0.513","0.511","2.6","3.3","0.78","1.3","1.8","3.1","2.7","1.8","0.4","1.9","2.6","16.1","0.549","0.024","0.254","4.8","7.2","6","14","2.9","0.9","11.5","23.5","1982","Ball Handlers",2.3,"KCK","woodsmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woodsmi01.jpg"
"266","Mitch Kupchak","PF","27","LAL","5.9","10.3","0.573","0","0","0","5.9","10.3","0.573","0.573","2.5","3.8","0.663","2.5","5.6","8.1","1.3","0.5","0.4","1.7","3.1","14.3","0.598","0","0.367","8.8","18.7","13.9","5","0.7","0.6","12.2","17.1","1982","Swingmen",0.3,"LAL","kupchmi01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kupchmi01.jpg"
"267","Mychal Thompson","C","27","POR","8.6","16.5","0.523","0","0","0","8.6","16.5","0.523","0.523","3.5","5.6","0.628","3.3","8.4","11.7","4","0.9","1.4","3.1","2.9","20.8","0.548","0","0.342","9.3","23.4","16.4","14.6","1.1","1.9","14","22.9","1982","Swingmen",4,"POR","thompmy01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/thompmy01.jpg"
"268","Norm Nixon","PG","26","LAL","7.7","15.5","0.493","0","0.1","0.25","7.6","15.4","0.495","0.494","2.2","2.7","0.808","0.5","1.7","2.1","8","1.6","0.1","2.9","3.2","17.6","0.525","0.009","0.176","1.4","4.8","3.2","27.7","2","0.1","14.8","21.1","1982","Ball Handlers",0.4,"LAL","nixonno01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/nixonno01.jpg"
"269","Orlando Woolridge","SF","22","CHI","2.7","5.3","0.513","0","0","0","2.7","5.2","0.517","0.513","1.9","2.7","0.699","1.1","1.9","3","1.1","0.3","0.3","1.4","2","7.3","0.565","0.008","0.523","8.2","13.3","10.8","10.1","0.9","1.1","18.1","20.9","1982","Bruiser Big Men",-0.2,"CHI","woolror01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/woolror01.jpg"
"270","Otis Birdsong","SG","26","NJN","6.1","13","0.469","0","0.3","0","6.1","12.7","0.479","0.469","2","3.4","0.583","0.8","1.8","2.6","3.4","0.8","0.1","1.7","2","14.2","0.489","0.021","0.265","3.3","7.5","5.3","18.2","1.4","0.3","10.7","23.4","1982","Ball Handlers",0,"NJN","birdsot01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/birdsot01.jpg"
"271","Pat Cummings","PF","25","MIL","2.8","5.5","0.509","0","0","0","2.8","5.5","0.512","0.509","0.9","1.2","0.736","0.8","2.4","3.1","1.3","0.3","0.1","1.4","2.9","6.5","0.537","0.005","0.212","6.4","17.9","12.4","12.5","0.9","0.5","18.7","21","1982","Bruiser Big Men",-0.4,"MIL","cummipa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/cummipa01.jpg"
"272","Paul Griffin","PF","28","SAS","1.4","2.9","0.485","0","0","0","1.4","2.9","0.485","0.485","1","1.6","0.649","1.3","2.9","4.1","2.3","0.9","0.3","1.7","2.9","3.8","0.535","0","0.561","6.8","15.4","11.1","13.6","2","1","32.7","10.6","1982","Bruiser Big Men",0.2,"SAS","griffpa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/griffpa01.jpg"
"273","Paul Mokeski","C","25","TOT","1.3","2.9","0.435","0","0","0","1.3","2.8","0.442","0.435","0.7","0.9","0.762","0.9","2.2","3.1","0.5","0.5","0.6","0.8","2.6","3.2","0.489","0.016","0.326","7.2","19.9","13.3","5.1","1.8","2.6","19.9","12.7","1982","Wing Scorers",-0.2,"TOT","mokespa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mokespa01.jpg"
"274","Paul Mokeski","C","25","TOT","1.3","2.9","0.435","0","0","0","1.3","2.8","0.442","0.435","0.7","0.9","0.762","0.9","2.2","3.1","0.5","0.5","0.6","0.8","2.6","3.2","0.489","0.016","0.326","7.2","19.9","13.3","5.1","1.8","2.6","19.9","12.7","1982","Wing Scorers",-0.2,"DET","mokespa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mokespa01.jpg"
"275","Paul Mokeski","C","25","TOT","1.3","2.9","0.435","0","0","0","1.3","2.8","0.442","0.435","0.7","0.9","0.762","0.9","2.2","3.1","0.5","0.5","0.6","0.8","2.6","3.2","0.489","0.016","0.326","7.2","19.9","13.3","5.1","1.8","2.6","19.9","12.7","1982","Wing Scorers",-0.2,"CLE","mokespa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mokespa01.jpg"
