"","Player","Pos","Age","Tm.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Season","Cluster","first2$VORP","Tm.y","Index","Image"
"276","Paul Mokeski","C","25","DET","1.3","2.8","0.441","0","0","0","1.3","2.8","0.445","0.441","0.6","0.8","0.758","0.9","2.2","3.1","0.6","0.3","0.6","1","2.6","3.2","0.49","0.009","0.297","7.1","18.8","12.8","5.7","1.1","2.4","23.7","12.3","1982","Wing Scorers",-0.2,"TOT","mokespa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mokespa01.jpg"
"277","Paul Mokeski","C","25","DET","1.3","2.8","0.441","0","0","0","1.3","2.8","0.445","0.441","0.6","0.8","0.758","0.9","2.2","3.1","0.6","0.3","0.6","1","2.6","3.2","0.49","0.009","0.297","7.1","18.8","12.8","5.7","1.1","2.4","23.7","12.3","1982","Wing Scorers",-0.2,"DET","mokespa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mokespa01.jpg"
"278","Paul Mokeski","C","25","DET","1.3","2.8","0.441","0","0","0","1.3","2.8","0.445","0.441","0.6","0.8","0.758","0.9","2.2","3.1","0.6","0.3","0.6","1","2.6","3.2","0.49","0.009","0.297","7.1","18.8","12.8","5.7","1.1","2.4","23.7","12.3","1982","Wing Scorers",-0.2,"CLE","mokespa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mokespa01.jpg"
"279","Paul Mokeski","C","25","CLE","1.3","2.9","0.427","0","0.1","0","1.3","2.9","0.438","0.427","0.8","1.1","0.767","0.9","2.2","3.1","0.4","0.7","0.6","0.6","2.4","3.3","0.488","0.024","0.366","7.4","21.6","14.1","4.2","2.8","2.8","14.4","13.3","1982","Wing Scorers",0,"TOT","mokespa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mokespa01.jpg"
"280","Paul Mokeski","C","25","CLE","1.3","2.9","0.427","0","0.1","0","1.3","2.9","0.438","0.427","0.8","1.1","0.767","0.9","2.2","3.1","0.4","0.7","0.6","0.6","2.4","3.3","0.488","0.024","0.366","7.4","21.6","14.1","4.2","2.8","2.8","14.4","13.3","1982","Wing Scorers",0,"DET","mokespa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mokespa01.jpg"
"281","Paul Mokeski","C","25","CLE","1.3","2.9","0.427","0","0.1","0","1.3","2.9","0.438","0.427","0.8","1.1","0.767","0.9","2.2","3.1","0.4","0.7","0.6","0.6","2.4","3.3","0.488","0.024","0.366","7.4","21.6","14.1","4.2","2.8","2.8","14.4","13.3","1982","Wing Scorers",0,"CLE","mokespa01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mokespa01.jpg"
"282","Pete Verhoeven","PF","22","POR","2.1","4.2","0.503","0","0","0","2.1","4.2","0.503","0.503","0.7","1","0.708","1.5","2.1","3.6","0.7","0.6","0.3","0.8","3","4.9","0.533","0","0.243","9.9","13.6","11.8","5.4","1.7","1","14.4","13","1982","Bruiser Big Men",0.3,"POR","verhope01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/verhope01.jpg"
"283","Petur Gudmundsson","C","23","POR","1.2","2.4","0.5","0","0","1","1.2","2.4","0.497","0.503","0.8","1.1","0.684","0.8","2","2.7","0.9","0.2","0.4","1.1","2.4","3.2","0.549","0.006","0.458","6.8","17.7","12.3","8.5","0.7","2","26.8","13.2","1982","Bruiser Big Men",-0.3,"POR","gudmupe01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/gudmupe01.jpg"
"284","Phil Ford","PG","25","KCK","4","9","0.439","0.1","0.4","0.219","3.9","8.6","0.451","0.445","1.9","2.3","0.819","0.3","1.1","1.5","6.3","0.9","0","2.7","2.2","9.9","0.494","0.049","0.256","1.3","4.8","3","30.4","1.5","0","21.2","19.2","1982","Ball Handlers",-1.4,"KCK","fordph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/fordph01.jpg"
"285","Phil Hubbard","SF","25","TOT","3.9","8","0.49","0","0","0","3.9","8","0.493","0.49","2.3","3.4","0.682","2.3","3.4","5.7","1.1","0.8","0.2","1.9","3.5","10.2","0.535","0.006","0.421","10.8","18","14.3","7","1.7","0.6","17","20.6","1982","Bruiser Big Men",0,"CLE","hubbaph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hubbaph01.jpg"
"286","Phil Hubbard","SF","25","TOT","3.9","8","0.49","0","0","0","3.9","8","0.493","0.49","2.3","3.4","0.682","2.3","3.4","5.7","1.1","0.8","0.2","1.9","3.5","10.2","0.535","0.006","0.421","10.8","18","14.3","7","1.7","0.6","17","20.6","1982","Bruiser Big Men",0,"DET","hubbaph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hubbaph01.jpg"
"287","Phil Hubbard","SF","25","TOT","3.9","8","0.49","0","0","0","3.9","8","0.493","0.49","2.3","3.4","0.682","2.3","3.4","5.7","1.1","0.8","0.2","1.9","3.5","10.2","0.535","0.006","0.421","10.8","18","14.3","7","1.7","0.6","17","20.6","1982","Bruiser Big Men",0,"TOT","hubbaph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hubbaph01.jpg"
"288","Phil Hubbard","SF","25","DET","4","7.9","0.505","0","0.1","0","4","7.8","0.509","0.505","2","3.1","0.65","1.9","3.3","5.2","1.3","0.7","0.3","1.9","3.4","10","0.54","0.007","0.398","9.7","17.5","13.5","8.5","1.6","0.8","17","20.5","1982","Bruiser Big Men",0.2,"CLE","hubbaph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hubbaph01.jpg"
"289","Phil Hubbard","SF","25","DET","4","7.9","0.505","0","0.1","0","4","7.8","0.509","0.505","2","3.1","0.65","1.9","3.3","5.2","1.3","0.7","0.3","1.9","3.4","10","0.54","0.007","0.398","9.7","17.5","13.5","8.5","1.6","0.8","17","20.5","1982","Bruiser Big Men",0.2,"DET","hubbaph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hubbaph01.jpg"
"290","Phil Hubbard","SF","25","DET","4","7.9","0.505","0","0.1","0","4","7.8","0.509","0.505","2","3.1","0.65","1.9","3.3","5.2","1.3","0.7","0.3","1.9","3.4","10","0.54","0.007","0.398","9.7","17.5","13.5","8.5","1.6","0.8","17","20.5","1982","Bruiser Big Men",0.2,"TOT","hubbaph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hubbaph01.jpg"
"291","Phil Hubbard","SF","25","CLE","3.8","8.2","0.467","0","0","0","3.8","8.2","0.469","0.467","2.7","3.8","0.726","2.8","3.7","6.5","0.8","0.9","0.1","2","3.7","10.4","0.527","0.004","0.459","12.5","18.8","15.4","4.7","1.8","0.2","16.8","20.7","1982","Bruiser Big Men",-0.2,"CLE","hubbaph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hubbaph01.jpg"
"292","Phil Hubbard","SF","25","CLE","3.8","8.2","0.467","0","0","0","3.8","8.2","0.469","0.467","2.7","3.8","0.726","2.8","3.7","6.5","0.8","0.9","0.1","2","3.7","10.4","0.527","0.004","0.459","12.5","18.8","15.4","4.7","1.8","0.2","16.8","20.7","1982","Bruiser Big Men",-0.2,"DET","hubbaph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hubbaph01.jpg"
"293","Phil Hubbard","SF","25","CLE","3.8","8.2","0.467","0","0","0","3.8","8.2","0.469","0.467","2.7","3.8","0.726","2.8","3.7","6.5","0.8","0.9","0.1","2","3.7","10.4","0.527","0.004","0.459","12.5","18.8","15.4","4.7","1.8","0.2","16.8","20.7","1982","Bruiser Big Men",-0.2,"TOT","hubbaph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/hubbaph01.jpg"
"294","Phil Smith","SG","29","SDC","5.3","12","0.44","0.1","0.5","0.208","5.2","11.5","0.45","0.444","2.6","3.5","0.732","0.7","1.7","2.4","4.9","0.9","0.4","2.4","3.1","13.2","0.489","0.042","0.292","2.7","7","4.8","22.3","1.5","0.7","15.2","21.5","1982","Ball Handlers",-0.5,"SEA","smithph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithph01.jpg"
"295","Phil Smith","SG","29","SDC","5.3","12","0.44","0.1","0.5","0.208","5.2","11.5","0.45","0.444","2.6","3.5","0.732","0.7","1.7","2.4","4.9","0.9","0.4","2.4","3.1","13.2","0.489","0.042","0.292","2.7","7","4.8","22.3","1.5","0.7","15.2","21.5","1982","Ball Handlers",-0.5,"TOT","smithph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithph01.jpg"
"296","Phil Smith","SG","29","SDC","5.3","12","0.44","0.1","0.5","0.208","5.2","11.5","0.45","0.444","2.6","3.5","0.732","0.7","1.7","2.4","4.9","0.9","0.4","2.4","3.1","13.2","0.489","0.042","0.292","2.7","7","4.8","22.3","1.5","0.7","15.2","21.5","1982","Ball Handlers",-0.5,"SDC","smithph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithph01.jpg"
"297","Phil Smith","SG","29","SEA","3.3","7.2","0.468","0","0.1","0","3.3","7","0.475","0.468","1.5","2.1","0.727","0.7","2","2.7","2.8","0.8","0.3","1.5","2.4","8.2","0.509","0.016","0.296","3.2","9.1","6.3","16.8","1.8","0.7","15.7","17.3","1982","Wing Scorers",0.1,"SEA","smithph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithph01.jpg"
"298","Phil Smith","SG","29","SEA","3.3","7.2","0.468","0","0.1","0","3.3","7","0.475","0.468","1.5","2.1","0.727","0.7","2","2.7","2.8","0.8","0.3","1.5","2.4","8.2","0.509","0.016","0.296","3.2","9.1","6.3","16.8","1.8","0.7","15.7","17.3","1982","Wing Scorers",0.1,"TOT","smithph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithph01.jpg"
"299","Phil Smith","SG","29","SEA","3.3","7.2","0.468","0","0.1","0","3.3","7","0.475","0.468","1.5","2.1","0.727","0.7","2","2.7","2.8","0.8","0.3","1.5","2.4","8.2","0.509","0.016","0.296","3.2","9.1","6.3","16.8","1.8","0.7","15.7","17.3","1982","Wing Scorers",0.1,"SDC","smithph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithph01.jpg"
"300","Phil Smith","SG","29","TOT","4.6","10.3","0.447","0.1","0.4","0.185","4.5","9.9","0.456","0.45","2.2","3","0.731","0.7","1.8","2.5","4.1","0.9","0.4","2.1","2.9","11.5","0.494","0.035","0.293","2.9","7.6","5.2","20.7","1.6","0.7","15.3","20.3","1982","Ball Handlers",-0.4,"SEA","smithph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithph01.jpg"
"301","Phil Smith","SG","29","TOT","4.6","10.3","0.447","0.1","0.4","0.185","4.5","9.9","0.456","0.45","2.2","3","0.731","0.7","1.8","2.5","4.1","0.9","0.4","2.1","2.9","11.5","0.494","0.035","0.293","2.9","7.6","5.2","20.7","1.6","0.7","15.3","20.3","1982","Ball Handlers",-0.4,"TOT","smithph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithph01.jpg"
"302","Phil Smith","SG","29","TOT","4.6","10.3","0.447","0.1","0.4","0.185","4.5","9.9","0.456","0.45","2.2","3","0.731","0.7","1.8","2.5","4.1","0.9","0.4","2.1","2.9","11.5","0.494","0.035","0.293","2.9","7.6","5.2","20.7","1.6","0.7","15.3","20.3","1982","Ball Handlers",-0.4,"SDC","smithph01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithph01.jpg"
"303","Purvis Short","SF","24","GSW","6","12.3","0.488","0.1","0.4","0.214","5.9","11.9","0.496","0.491","2.3","2.9","0.801","1.6","1.9","3.5","2.8","0.9","0.1","1.6","2.9","14.4","0.53","0.03","0.236","7.4","8.9","8.1","17.6","1.7","0.3","10.6","26.1","1982","Ball Handlers",1.4,"GSW","shortpu01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/shortpu01.jpg"
"304","Quinn Buckner","PG","27","MIL","5.7","11.7","0.482","0.1","0.2","0.267","5.6","11.5","0.486","0.484","1.6","2.4","0.655","1.1","2.5","3.6","4.7","2.5","0","2.6","3.1","12.9","0.506","0.018","0.204","4.3","8.9","6.6","21.4","3.9","0.1","16.7","20.5","1982","Ball Handlers",2,"MIL","bucknqu01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/bucknqu01.jpg"
"305","Randy Smith","SG","33","NYK","4.2","9.1","0.465","0","0.1","0.273","4.2","9","0.468","0.467","1.5","1.8","0.808","0.6","1.2","1.9","3.1","1.1","0","1.5","2.4","10","0.504","0.015","0.202","2.9","5.9","4.4","17.5","2.2","0","13.2","19","1982","Ball Handlers",-0.2,"NYK","smithra01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithra01.jpg"
"306","Ray Williams","SG","27","NJN","7.8","16.9","0.462","0.1","0.7","0.167","7.7","16.2","0.474","0.465","4.7","5.7","0.832","1.4","2.5","4","6","2.4","0.5","3.5","3.7","20.4","0.527","0.039","0.336","4.8","8.7","6.7","27.4","3.4","0.9","15.4","27.4","1982","Ball Handlers",4.1,"NJN","willira01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/willira01.jpg"
"307","Reggie Carter","SG","24","NYK","1.6","3.7","0.425","0","0","0","1.6","3.7","0.425","0.425","0.9","1.1","0.8","0.5","0.8","1.3","1.7","0.5","0.1","1","1.7","4","0.479","0","0.286","4.3","7.6","5.9","18.5","1.9","0.4","19.8","17.6","1982","Wing Scorers",-0.6,"NYK","cartere01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/cartere01.jpg"
"308","Reggie Johnson","PF","24","SAS","4.5","9.2","0.485","0","0","0","4.5","9.2","0.485","0.485","1.5","1.9","0.8","2","4.5","6.5","1","0.3","0.8","1.2","3.2","10.5","0.52","0","0.206","9.1","20","14.6","5.3","0.7","1.7","10.9","18.8","1982","Bruiser Big Men",0,"CLE","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"309","Reggie Johnson","PF","24","SAS","4.5","9.2","0.485","0","0","0","4.5","9.2","0.485","0.485","1.5","1.9","0.8","2","4.5","6.5","1","0.3","0.8","1.2","3.2","10.5","0.52","0","0.206","9.1","20","14.6","5.3","0.7","1.7","10.9","18.8","1982","Bruiser Big Men",0,"TOT","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"310","Reggie Johnson","PF","24","SAS","4.5","9.2","0.485","0","0","0","4.5","9.2","0.485","0.485","1.5","1.9","0.8","2","4.5","6.5","1","0.3","0.8","1.2","3.2","10.5","0.52","0","0.206","9.1","20","14.6","5.3","0.7","1.7","10.9","18.8","1982","Bruiser Big Men",0,"SAS","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"311","Reggie Johnson","PF","24","SAS","4.5","9.2","0.485","0","0","0","4.5","9.2","0.485","0.485","1.5","1.9","0.8","2","4.5","6.5","1","0.3","0.8","1.2","3.2","10.5","0.52","0","0.206","9.1","20","14.6","5.3","0.7","1.7","10.9","18.8","1982","Bruiser Big Men",0,"KCK","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"312","Reggie Johnson","PF","24","CLE","4.1","7.6","0.537","0","0","0","4.1","7.6","0.537","0.537","1.5","1.9","0.795","1.9","3.6","5.4","1","0.3","0.7","1","3.2","9.7","0.574","0","0.251","7.4","16","11.4","5","0.5","1.6","11","14.6","1982","Bruiser Big Men",0.1,"CLE","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"313","Reggie Johnson","PF","24","CLE","4.1","7.6","0.537","0","0","0","4.1","7.6","0.537","0.537","1.5","1.9","0.795","1.9","3.6","5.4","1","0.3","0.7","1","3.2","9.7","0.574","0","0.251","7.4","16","11.4","5","0.5","1.6","11","14.6","1982","Bruiser Big Men",0.1,"TOT","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"314","Reggie Johnson","PF","24","CLE","4.1","7.6","0.537","0","0","0","4.1","7.6","0.537","0.537","1.5","1.9","0.795","1.9","3.6","5.4","1","0.3","0.7","1","3.2","9.7","0.574","0","0.251","7.4","16","11.4","5","0.5","1.6","11","14.6","1982","Bruiser Big Men",0.1,"SAS","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"315","Reggie Johnson","PF","24","CLE","4.1","7.6","0.537","0","0","0","4.1","7.6","0.537","0.537","1.5","1.9","0.795","1.9","3.6","5.4","1","0.3","0.7","1","3.2","9.7","0.574","0","0.251","7.4","16","11.4","5","0.5","1.6","11","14.6","1982","Bruiser Big Men",0.1,"KCK","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"316","Reggie Johnson","PF","24","TOT","4.7","8.8","0.53","0","0","0","4.7","8.8","0.531","0.53","1.6","2.1","0.756","1.9","4.1","6","1","0.4","0.8","1.3","3.4","10.9","0.561","0.002","0.236","7.9","18.6","13.1","5.4","0.8","1.8","12","17.7","1982","Bruiser Big Men",0.3,"CLE","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"317","Reggie Johnson","PF","24","TOT","4.7","8.8","0.53","0","0","0","4.7","8.8","0.531","0.53","1.6","2.1","0.756","1.9","4.1","6","1","0.4","0.8","1.3","3.4","10.9","0.561","0.002","0.236","7.9","18.6","13.1","5.4","0.8","1.8","12","17.7","1982","Bruiser Big Men",0.3,"TOT","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"318","Reggie Johnson","PF","24","TOT","4.7","8.8","0.53","0","0","0","4.7","8.8","0.531","0.53","1.6","2.1","0.756","1.9","4.1","6","1","0.4","0.8","1.3","3.4","10.9","0.561","0.002","0.236","7.9","18.6","13.1","5.4","0.8","1.8","12","17.7","1982","Bruiser Big Men",0.3,"SAS","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"319","Reggie Johnson","PF","24","TOT","4.7","8.8","0.53","0","0","0","4.7","8.8","0.531","0.53","1.6","2.1","0.756","1.9","4.1","6","1","0.4","0.8","1.3","3.4","10.9","0.561","0.002","0.236","7.9","18.6","13.1","5.4","0.8","1.8","12","17.7","1982","Bruiser Big Men",0.3,"KCK","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"320","Reggie Johnson","PF","24","KCK","5.3","9.5","0.556","0","0","0","5.3","9.4","0.558","0.556","1.6","2.3","0.708","1.7","4.4","6.1","1","0.6","0.9","1.6","3.8","12.2","0.581","0.003","0.246","7.5","19.9","13.5","5.7","1.2","2","13.3","19.5","1982","Bruiser Big Men",0.3,"CLE","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"321","Reggie Johnson","PF","24","KCK","5.3","9.5","0.556","0","0","0","5.3","9.4","0.558","0.556","1.6","2.3","0.708","1.7","4.4","6.1","1","0.6","0.9","1.6","3.8","12.2","0.581","0.003","0.246","7.5","19.9","13.5","5.7","1.2","2","13.3","19.5","1982","Bruiser Big Men",0.3,"TOT","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"322","Reggie Johnson","PF","24","KCK","5.3","9.5","0.556","0","0","0","5.3","9.4","0.558","0.556","1.6","2.3","0.708","1.7","4.4","6.1","1","0.6","0.9","1.6","3.8","12.2","0.581","0.003","0.246","7.5","19.9","13.5","5.7","1.2","2","13.3","19.5","1982","Bruiser Big Men",0.3,"SAS","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"323","Reggie Johnson","PF","24","KCK","5.3","9.5","0.556","0","0","0","5.3","9.4","0.558","0.556","1.6","2.3","0.708","1.7","4.4","6.1","1","0.6","0.9","1.6","3.8","12.2","0.581","0.003","0.246","7.5","19.9","13.5","5.7","1.2","2","13.3","19.5","1982","Bruiser Big Men",0.3,"KCK","johnsre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/johnsre01.jpg"
"324","Reggie King","SF","24","KCK","4.8","9.4","0.509","0","0","0","4.8","9.4","0.509","0.509","2.5","3.6","0.705","2","4.5","6.5","2.2","1.1","0.4","1.9","2.8","12.1","0.551","0","0.379","6.8","16","11.2","8.7","1.5","0.6","15","16.2","1982","Bruiser Big Men",1.8,"KCK","kingre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kingre01.jpg"
"325","Reggie Theus","SG","24","CHI","6.8","14.6","0.469","0.3","1.2","0.25","6.5","13.3","0.489","0.479","4.4","5.5","0.808","1.4","2.4","3.8","5.8","1.1","0.2","3.4","3","18.4","0.542","0.084","0.376","4.8","7.5","6.2","25.8","1.5","0.3","16.6","24.6","1982","Ball Handlers",1.5,"CHI","theusre01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/theusre01.jpg"
"326","Rich Kelley","C","28","PHO","2.9","6.2","0.467","0","0","0","2.9","6.2","0.468","0.467","2.1","2.8","0.749","2.1","4.1","6.1","3.6","0.8","0.9","3","3.6","7.9","0.53","0.002","0.442","10.1","18.8","14.5","20.4","1.6","2.1","28.8","18.5","1982","Bruiser Big Men",1.2,"PHO","kelleri01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/kelleri01.jpg"
"327","Richard Washington","PF","26","CLE","2.8","6.4","0.435","0","0.1","0","2.8","6.3","0.442","0.435","0.5","0.8","0.6","1.8","2.4","4.2","0.8","0.4","0.1","1.9","2.8","6.1","0.448","0.017","0.13","10.9","16.5","13.5","6.8","1.2","0.4","22.3","20.6","1982","Wing Scorers",-0.4,"CLE","washiri01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/washiri01.jpg"
"328","Rick Mahorn","PF","23","WSB","5.2","10.2","0.507","0","0","0","5.2","10.2","0.509","0.507","1.9","2.9","0.632","1.9","6.9","8.8","1.9","0.7","1.7","2","4.4","12.2","0.531","0.004","0.287","6.2","22.4","14.4","8","1","2.9","15","17","1982","Bruiser Big Men",2.2,"WSB","mahorri01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/mahorri01.jpg"
"329","Rick Robey","C","26","BOS","2.3","4.7","0.493","0","0","0","2.3","4.7","0.496","0.493","1.1","2","0.535","1.4","2.3","3.7","0.9","0.3","0.2","1.2","2.3","5.7","0.511","0.005","0.419","10.9","16.4","13.7","7.5","1.1","0.6","17.2","18.1","1982","Bruiser Big Men",0,"BOS","robeyri01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/robeyri01.jpg"
"330","Rickey Brown","C","23","GSW","2.3","5.1","0.459","0","0","0","2.3","5.1","0.459","0.459","1","1.5","0.705","1.7","2.8","4.4","0.2","0.4","0.4","1","3","5.7","0.498","0","0.292","11.6","20.1","15.8","2","1.4","1.3","15.1","17.8","1982","Bruiser Big Men",-0.8,"GSW","brownri01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/brownri01.jpg"
"331","Rickey Green","PG","27","UTA","6.2","12.5","0.493","0","0.1","0","6.2","12.4","0.497","0.493","2.5","3.3","0.765","1","2","3","7.8","2.3","0.1","2.4","2.3","14.8","0.531","0.008","0.26","3.2","6.1","4.6","29.7","3","0.2","14.9","18.8","1982","Ball Handlers",2,"UTA","greenri01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/greenri01.jpg"
"332","Ricky Sobers","SG","29","CHI","4.5","10","0.453","0.2","1","0.25","4.3","9.1","0.474","0.465","2.4","3.2","0.768","0.5","1.3","1.8","3.8","0.9","0.2","2.7","3","11.8","0.515","0.095","0.317","2.3","5.9","4.2","23.5","1.8","0.5","19.2","24.4","1982","Ball Handlers",-0.9,"CHI","soberri01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/soberri01.jpg"
"333","Robert Reid","SF","26","HOU","5.7","12.4","0.456","0","0.1","0.1","5.7","12.3","0.46","0.457","2.1","2.8","0.748","2.3","4.4","6.6","4.1","1.5","0.6","2","3.9","13.4","0.492","0.01","0.223","6.4","13.2","9.7","14.7","1.9","0.9","13","17","1982","Ball Handlers",2.9,"HOU","reidro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/reidro01.jpg"
"334","Robert Smith","PG","26","MIL","3.1","6.5","0.473","0.1","0.6","0.2","2.9","5.9","0.5","0.482","0.6","0.7","0.833","0.1","0.8","0.8","2.6","0.6","0.1","0.8","2.1","6.8","0.503","0.091","0.109","0.4","4.5","2.5","19.1","1.5","0.2","10.8","16.8","1982","Wing Scorers",-0.2,"MIL","smithro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/smithro01.jpg"
"335","Roger Phegley","SG","25","CLE","3.9","7.9","0.486","0.1","0.5","0.308","3.7","7.4","0.498","0.495","1.3","1.7","0.8","1","1.6","2.6","2","0.6","0.1","1.2","2.3","9.2","0.53","0.061","0.21","5.3","9.1","7.1","13.9","1.4","0.2","12.4","19.4","1982","Ball Handlers",0,"CLE","pheglro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pheglro01.jpg"
"336","Roger Phegley","SG","25","CLE","3.9","7.9","0.486","0.1","0.5","0.308","3.7","7.4","0.498","0.495","1.3","1.7","0.8","1","1.6","2.6","2","0.6","0.1","1.2","2.3","9.2","0.53","0.061","0.21","5.3","9.1","7.1","13.9","1.4","0.2","12.4","19.4","1982","Ball Handlers",0,"SAS","pheglro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pheglro01.jpg"
"337","Roger Phegley","SG","25","CLE","3.9","7.9","0.486","0.1","0.5","0.308","3.7","7.4","0.498","0.495","1.3","1.7","0.8","1","1.6","2.6","2","0.6","0.1","1.2","2.3","9.2","0.53","0.061","0.21","5.3","9.1","7.1","13.9","1.4","0.2","12.4","19.4","1982","Ball Handlers",0,"TOT","pheglro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pheglro01.jpg"
"338","Roger Phegley","SG","25","TOT","2.9","6.3","0.46","0.1","0.4","0.161","2.8","5.9","0.479","0.464","1","1.3","0.78","0.8","1.1","1.9","1.4","0.4","0.1","0.8","1.9","6.9","0.501","0.061","0.215","5.5","8.9","7.1","13.7","1.4","0.4","10.6","21.2","1982","Wing Scorers",-0.1,"CLE","pheglro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pheglro01.jpg"
"339","Roger Phegley","SG","25","TOT","2.9","6.3","0.46","0.1","0.4","0.161","2.8","5.9","0.479","0.464","1","1.3","0.78","0.8","1.1","1.9","1.4","0.4","0.1","0.8","1.9","6.9","0.501","0.061","0.215","5.5","8.9","7.1","13.7","1.4","0.4","10.6","21.2","1982","Wing Scorers",-0.1,"SAS","pheglro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pheglro01.jpg"
"340","Roger Phegley","SG","25","TOT","2.9","6.3","0.46","0.1","0.4","0.161","2.8","5.9","0.479","0.464","1","1.3","0.78","0.8","1.1","1.9","1.4","0.4","0.1","0.8","1.9","6.9","0.501","0.061","0.215","5.5","8.9","7.1","13.7","1.4","0.4","10.6","21.2","1982","Wing Scorers",-0.1,"TOT","pheglro01","https://d2cwpp38twqe55.cloudfront.net/req/201902151/images/players/pheglro01.jpg"
